name,gender,birthday,actorID,id,occupation,death,nationality,net_worth,is_alive,age,height
olivia cooke,female,1993-12-27,12353,3023,['actor'],,gb,2000000,True,30.0,
sienna guillory,female,1975-03-16,12354,3025,"['actor', 'model']",,gb,5000000,True,49.0,1.68
melissa mccarthy,female,1970-08-26,12355,3026,"['actor', 'comedian', 'screenwriter', 'film_producer', 'voice_actor', 'writer']",,us,90000000,True,53.0,1.57
david oyelowo,male,1976-04-01,12356,3027,"['actor', 'voice_actor', 'film_producer']",,gb,6000000,True,47.0,1.78
salma hayek,female,1966-09-02,12357,3028,"['actor', 'singer', 'television_producer', 'film_producer', 'film_director', 'voice_actor', 'social_activist', 'model', 'spokesperson', 'businessperson']",,mx,200000000,True,57.0,1.57
dolph lundgren,male,1957-11-03,12358,3029,"['film_director', 'actor', 'martial_artist', 'film_producer', 'screenwriter']",,se,18000000,True,66.0,1.96
simon rex,male,1974-07-20,12359,3030,"['actor', 'pornographic_film_actor', 'vj', 'rapper', 'comedian', 'presenter']",,us,3000000,True,49.0,1.88
katy perry,female,1984-10-25,12360,3032,"['actor', 'musician', 'philanthropist', 'singer-songwriter', 'voice_actor', 'businessperson', 'music_artist']",,us,330000000,True,39.0,1.7
woody harrelson,male,1961-07-23,12361,3033,"['actor', 'businessperson', 'television_producer']",,us,70000000,True,62.0,1.78
ryan phillippe,male,1974-09-10,12362,3034,"['actor', 'businessperson', 'film_producer', 'film_director', 'screenwriter']",,us,30000000,True,49.0,1.75
melissa rauch,female,1980-06-23,12363,3036,"['comedian', 'actor']",,us,20000000,True,43.0,1.52
terrence howard,male,1969-03-11,12364,3037,"['actor', 'singer-songwriter', 'record_producer', 'film_producer', 'voice_actor']",,us,5000000,True,55.0,1.84
tobin bell,male,1942-08-07,12365,3041,"['actor', 'voice_actor', 'coach']",,us,16000000,True,81.0,1.79
miles teller,male,1987-02-20,12366,3042,['actor'],,us,10000000,True,37.0,1.83
tom hollander,male,1967-08-25,12367,3043,"['actor', 'television_producer', 'screenwriter']",,gb,5000000,True,56.0,1.65
tom holland,male,1996-06-01,12368,3043,"['film_director', 'actor', 'screenwriter', 'television_director', 'film_producer', 'television_producer']",,,15000000,True,27.0,
wentworth miller,male,1972-06-02,12369,3046,"['actor', 'screenwriter', 'model', 'film_producer', 'voice_actor']",,us,4000000,True,51.0,1.85
dina meyer,female,1968-12-22,12370,3048,"['actor', 'model']",,us,5000000,True,55.0,1.7
patrick wilson,male,1973-07-03,12371,3049,"['actor', 'singer', 'film_producer']",,us,7000000,True,50.0,1.85
wesley snipes,male,1962-07-31,12372,3050,"['actor', 'martial_artist', 'film_producer', 'businessperson', 'dancer', 'singer']",,us,10000000,True,61.0,1.75
vanessa hudgens,female,1988-12-14,12373,3053,"['singer', 'actor']",,us,16000000,True,35.0,1.55
sofia vergara,female,1972-07-10,12374,3055,"['actor', 'model', 'comedian', 'presenter', 'voice_actor', 'television_producer']",,co,180000000,True,51.0,1.7
saoirse ronan,female,1994-04-12,12375,3056,['actor'],,us,7000000,True,29.0,1.68
nicole kidman,female,1967-06-20,12376,3057,"['singer', 'actor', 'film_producer']",,au,250000000,True,56.0,1.8
paul walker,male,1973-09-12,12377,3058,"['actor', 'model', 'film_producer']",2013-11-30,us,25000000,False,40.0,1.88
zoey deutch,female,1994-11-10,12378,3060,['actor'],,us,4000000,True,29.0,1.63
jeremy irvine,male,1990,12379,3063,"['actor', 'model']",,gb,2500000,,,1.85
clancy brown,male,1959-01-05,12380,3064,"['actor', 'voice_actor', 'businessperson', 'film_producer']",,us,3000000,True,65.0,1.92
lisa kudrow,female,1963-07-30,12381,3065,"['actor', 'television_producer', 'screenwriter', 'comedian', 'voice_actor', 'film_producer']",,us,90000000,True,60.0,1.73
romany malco,male,1968-11-18,12382,3066,"['actor', 'musician', 'rapper', 'screenwriter', 'television_producer']",,us,4000000,True,55.0,1.73
olivia wilde,female,1984-03-10,12383,3067,"['actor', 'film_producer', 'model', 'writer', 'film_director']",,us,20000000,True,40.0,1.71
nicolas cage,male,1964-01-07,12384,3069,"['actor', 'film_producer', 'voice_actor', 'television_producer']",,us,25000000,True,60.0,1.83
nicolas cage,male,1964-01-07,12385,3070,"['actor', 'film_producer', 'voice_actor', 'television_producer']",,us,25000000,True,60.0,1.83
justin timberlake,male,1981-01-31,12386,3071,"['actor', 'record_producer', 'musician', 'businessperson', 'dancer', 'singer', 'television_producer', 'singer-songwriter', 'film_producer', 'voice_actor']",,us,250000000,True,43.0,1.82
jonathan rhys meyers,male,1977-07-27,12387,3072,"['actor', 'model', 'singer']",,ie,8000000,True,46.0,1.78
rob huebel,male,1969-06-04,12388,3073,"['comedian', 'actor', 'television_producer', 'screenwriter', 'film_producer', 'voice_actor']",,us,3000000,True,54.0,1.84
sara malakul lane,female,1983-02-01,12389,3074,['actor'],,th,2000000,True,41.0,
scott speedman,male,1975-09-01,12390,3075,['actor'],,ca,3000000,True,48.0,1.8
autumn reeser,female,1980-09-21,12391,3076,['actor'],,us,3000000,True,43.0,1.63
william forsythe,male,1955-06-07,12392,3077,"['actor', 'film_producer']",,us,8000000,True,68.0,1.83
rachel nichols,female,1980-01-08,12393,3078,"['actor', 'model', 'film_producer']",,us,2000000,True,44.0,1.78
matthew macfadyen,male,1974-10-17,12394,3079,['actor'],,gb,3000000,True,49.0,1.88
liam neeson,male,1952-06-07,12395,3081,"['actor', 'voice_actor']",,us,145000000,True,71.0,1.93
sarah jessica parker,female,1965-03-25,12396,3082,"['actor', 'film_producer', 'television_producer', 'model', 'singer', 'voice_actor', 'businessperson']",,us,150000000,True,58.0,1.6
gloria reuben,female,1964-06-09,12397,3084,"['actor', 'film_producer', 'singer', 'television_producer', 'social_activist']",,ca,5000000,True,59.0,1.72
rade serbedzija,male,1946-07-27,12398,3086,"['actor', 'musician', 'theatre_director', 'teacher']",,hr,2000000,True,77.0,1.91
travis tritt,male,1963-02-09,12399,3089,"['singer', 'singer-songwriter', 'musician', 'actor']",,us,35000000,True,61.0,1.78
josh brolin,male,1968-02-12,12400,3090,"['actor', 'stock_trader', 'film_producer']",,us,45000000,True,56.0,1.79
rob schneider,male,1963-10-31,12401,3091,"['comedian', 'screenwriter', 'actor', 'film_director', 'voice_actor', 'film_producer', 'television_producer']",,us,12000000,True,60.0,1.7
dove cameron,female,1996-01-15,12402,3092,['actor'],,us,3000000,True,28.0,
dominic cooper,male,1978-06-02,12403,3096,"['actor', 'voice_actor']",,gb,5000000,True,45.0,1.77
lee pace,male,1979-03-25,12404,3097,['actor'],,us,5000000,True,44.0,1.91
scott adkins,male,1976-06-17,12405,3098,"['actor', 'martial_artist', 'stunt_performer']",,gb,2000000,True,47.0,1.78
matt damon,male,1970-10-08,12406,3100,"['actor', 'film_producer', 'television_producer', 'screenwriter', 'voice_actor', 'spokesperson']",,us,170000000,True,53.0,1.78
william moseley,male,1987-04-27,12407,3101,['actor'],,gb,8000000,True,36.0,1.78
taran killam,male,1982-04-01,12408,3102,"['singer', 'actor', 'screenwriter', 'comedian']",,us,4000000,True,41.0,1.85
thandie newton,female,1972-11-06,12409,3103,['actor'],,gb,14000000,True,51.0,1.6
karl urban,male,1972-06-07,12410,3105,['actor'],,nz,20000000,True,51.0,1.85
john cusack,male,1966-06-28,12411,3107,"['actor', 'film_producer', 'screenwriter', 'voice_actor']",,us,50000000,True,57.0,1.87
steven seagal,male,1952-04-10,12412,3108,"['actor', 'film_producer', 'screenwriter', 'businessperson', 'martial_artist', 'sheriff', 'television_producer', 'musician']",,us,16000000,True,71.0,1.93
johnny simmons,male,1986-11-28,12413,3110,['actor'],,us,1000000,True,37.0,1.78
selena gomez,female,1992-07-22,12414,3113,"['singer', 'actor', 'fashion_designer', 'music_artist', 'voice_actor', 'dancer']",,us,75000000,True,31.0,1.65
stephen dorff,male,1973-07-29,12415,3114,['actor'],,us,12000000,True,50.0,1.7
shannyn sossamon,female,1978-10-03,12416,3115,"['actor', 'musician', 'dancer', 'model', 'disc_jockey', 'drummer']",,us,3000000,True,45.0,1.72
martin kemp,male,1961-10-10,12417,3116,"['actor', 'bassist', 'musician', 'singer-songwriter', 'presenter', 'film_producer', 'film_director']",,gb,4000000,True,62.0,1.83
michael angarano,male,1987-12-03,12418,3117,['actor'],,us,2000000,True,36.0,1.7
nicolas cage,male,1964-01-07,12419,3118,"['actor', 'film_producer', 'voice_actor', 'television_producer']",,us,25000000,True,60.0,1.83
marlon wayans,male,1972-07-23,12420,3120,"['comedian', 'actor', 'screenwriter', 'film_producer', 'television_producer', 'film_director', 'model']",,us,40000000,True,51.0,1.84
shia labeouf,male,1986-06-11,12421,3121,"['actor', 'film_director', 'comedian', 'voice_actor', 'screenwriter', 'film_producer']",,us,25000000,True,37.0,1.76
dave bautista,male,1969-01-18,12422,3123,"['wrestler', 'actor', 'mixed_martial_artist', 'bodybuilder', 'lifeguard']",,us,16000000,True,55.0,1.98
emile hirsch,male,1985-03-13,12423,3124,['actor'],,us,16000000,True,39.0,1.7
olga kurylenko,female,1979-11-14,12424,3126,"['model', 'actor']",,fr,18000000,True,44.0,1.76
sam neill,male,1947-09-14,12425,3128,"['actor', 'voice_actor', 'film_director', 'screenwriter', 'businessperson']",,nz,18000000,True,76.0,1.82
anders holm,male,1981-05-29,12426,3130,"['comedian', 'screenwriter', 'actor', 'film_producer', 'television_producer']",,us,7000000,True,42.0,1.93
sam worthington,male,1976-08-02,12427,3132,"['actor', 'film_producer']",,au,30000000,True,47.0,1.78
steve buscemi,male,1957-12-13,12428,3133,"['actor', 'film_producer', 'television_director', 'film_director', 'screenwriter', 'voice_actor', 'firefighter']",,us,35000000,True,66.0,1.75
teri polo,female,1969-06-01,12429,3134,"['actor', 'model']",,us,-800000,True,54.0,1.65
susan sarandon,female,1946-10-04,12430,3135,"['actor', 'voice_actor', 'activist', 'film_producer']",,us,60000000,True,77.0,1.7
simon pegg,male,1970-02-14,12431,3138,"['actor', 'screenwriter', 'comedian', 'film_producer', 'film_director', 'singer', 'voice_actor', 'writer']",,gb,25000000,True,54.0,1.78
owen wilson,male,1968-11-18,12432,3141,"['actor', 'screenwriter', 'film_producer', 'voice_actor']",,us,70000000,True,55.0,1.79
pierce brosnan,male,1953-05-16,12433,3143,"['actor', 'film_producer', 'businessperson', 'activist', 'artist', 'visual_artist', 'environmentalist']",,ie,200000000,True,70.0,1.88
kevin hart,male,1979-07-06,12434,3144,"['actor', 'comedian', 'screenwriter', 'television_producer', 'film_producer']",,us,200000000,True,44.0,1.63
tim curry,male,1946-04-19,12435,3146,"['singer', 'actor', 'voice_actor', 'composer', 'television_producer']",,gb,14000000,True,77.0,1.75
michael fassbender,male,1977-04-02,12436,3148,"['actor', 'film_producer', 'businessperson']",,de,40000000,True,46.0,1.83
marton csokas,male,1966-06-30,12437,3149,"['actor', 'entrepreneur', 'voice_actor']",,nz,4000000,True,57.0,1.87
owen wilson,male,1968-11-18,12438,3151,"['actor', 'screenwriter', 'film_producer', 'voice_actor']",,us,70000000,True,55.0,1.79
steven yeun,male,1983-12-21,12439,3153,['actor'],,us,4000000,True,40.0,1.75
mary steenburgen,female,1953-02-08,12440,3154,"['actor', 'television_producer', 'voice_actor']",,us,80000000,True,71.0,1.73
kelly reilly,female,1977-07-18,12441,3155,['actor'],,gb,5000000,True,46.0,1.68
sylvester stallone,male,1946-07-06,12442,3158,"['screenwriter', 'actor', 'film_director', 'television_producer', 'film_producer', 'voice_actor']",,us,400000000,True,77.0,1.77
laurence fishburne,male,1961-07-30,12443,3159,"['actor', 'playwright', 'film_producer', 'film_director', 'voice_actor', 'screenwriter']",,us,30000000,True,62.0,1.84
jennifer connelly,female,1970-12-12,12444,3160,"['actor', 'model', 'voice_actor']",,us,50000000,True,53.0,1.69
rose leslie,female,1987-02-09,12445,3164,['actor'],,gb,4000000,True,37.0,1.68
greta gerwig,female,1983-08-04,12446,3165,"['actor', 'screenwriter', 'playwright', 'voice_actor', 'film_director']",,us,4000000,True,40.0,1.73
jessica alba,female,1981-04-28,12447,3166,"['actor', 'model']",,us,200000000,True,42.0,1.69
gerard butler,male,1969-11-13,12448,3167,"['actor', 'film_producer']",,gb,40000000,True,54.0,1.88
jessica alba,female,1981-04-28,12449,3169,"['actor', 'model']",,us,200000000,True,42.0,1.69
nick jonas,male,1992-09-16,12450,3170,"['musician', 'singer-songwriter', 'drummer', 'pianist', 'actor', 'singer', 'record_producer']",,us,50000000,True,31.0,1.75
christopher lambert,male,1957-03-29,12451,3171,"['actor', 'film_producer', 'entrepreneur']",,fr,5000000,True,66.0,1.8
patrick wilson,male,1973-07-03,12452,3172,"['actor', 'singer', 'film_producer']",,us,7000000,True,50.0,1.85
mckenna grace,,,12453,3173,,,,2000000,,,
wesley snipes,male,1962-07-31,12454,3174,"['actor', 'martial_artist', 'film_producer', 'businessperson', 'dancer', 'singer']",,us,10000000,True,61.0,1.75
vin diesel,male,1967-07-18,12455,3178,"['actor', 'film_producer', 'film_director', 'screenwriter', 'voice_actor']",,us,225000000,True,56.0,1.82
norman reedus,male,1969-01-06,12456,3179,"['actor', 'model', 'painter', 'sculptor', 'photographer', 'voice_actor']",,us,25000000,True,55.0,1.78
sam worthington,male,1976-08-02,12457,3182,"['actor', 'film_producer']",,au,30000000,True,47.0,1.78
lily collins,female,1989-03-18,12458,3184,"['actor', 'model']",,us,8000000,True,35.0,1.65
matthew gray gubler,male,1980-03-09,12459,3185,"['actor', 'film_director', 'painter', 'fashion_model', 'photographer', 'television_director', 'screenwriter', 'film_producer', 'cinematographer', 'film_editor']",,us,10000000,True,44.0,1.85
vin diesel,male,1967-07-18,12460,3187,"['actor', 'film_producer', 'film_director', 'screenwriter', 'voice_actor']",,us,225000000,True,56.0,1.82
steve carell,male,1962-08-16,12461,3188,"['comedian', 'film_producer', 'actor', 'television_producer', 'voice_actor', 'screenwriter', 'television_director']",,us,80000000,True,61.0,1.75
victor garber,male,1949-03-16,12462,3189,"['actor', 'singer']",,ca,5000000,True,75.0,1.88
melissa mccarthy,female,1970-08-26,12463,3190,"['actor', 'comedian', 'screenwriter', 'film_producer', 'voice_actor', 'writer']",,us,90000000,True,53.0,1.57
robert de niro,male,1943-08-17,12464,3191,"['actor', 'film_producer', 'film_director', 'voice_actor', 'television_producer']",,us,500000000,True,80.0,1.77
willem dafoe,male,1955-07-22,12465,3192,"['actor', 'voice_actor', 'model']",,us,40000000,True,68.0,1.78
teresa palmer,female,1986-02-26,12466,3193,"['actor', 'model', 'film_producer']",,au,3000000,True,38.0,1.67
tom sizemore,male,1961-11-29,12467,3194,"['actor', 'film_producer', 'singer']",,us,3000000,True,62.0,1.8
johnny knoxville,male,1971-03-11,12468,3195,"['actor', 'comedian', 'television_producer', 'screenwriter', 'stunt_performer', 'film_producer', 'voice_actor']",,us,75000000,True,53.0,1.85
josh duhamel,male,1972-11-14,12469,3196,"['actor', 'model']",,us,18000000,True,51.0,1.92
miley cyrus,female,1992-11-23,12470,3200,"['actor', 'singer-songwriter', 'dancer', 'musician', 'voice_actor']",,us,160000000,True,31.0,1.65
stephen mchattie,male,1947-02-03,12471,3203,"['actor', 'voice_actor']",,ca,6000000,True,77.0,1.82
danny trejo,male,1944-05-16,12472,3204,"['actor', 'film_producer', 'voice_actor']",,us,8000000,True,79.0,1.68
rufus sewell,male,1967-10-29,12473,3206,['actor'],,gb,5000000,True,56.0,1.83
stephen dorff,male,1973-07-29,12474,3207,['actor'],,us,12000000,True,50.0,1.7
sanaa lathan,female,1971-09-19,12475,3208,"['actor', 'voice_actor']",,us,4000000,True,52.0,1.7
todd lowe,male,1977-05-10,12476,3209,['actor'],,us,2000000,True,46.0,
ryan gosling,male,1980-11-12,12477,3210,"['actor', 'musician', 'restaurateur', 'film_director', 'screenwriter', 'film_producer', 'activist']",,ca,70000000,True,43.0,1.84
robin williams,male,1951-07-21,12478,3211,"['actor', 'screenwriter', 'voice_actor', 'stand-up_comedian', 'comedian', 'film_producer']",2014-08-11,us,50000000,False,63.0,1.7
kit harington,male,1986-12-26,12479,3212,['actor'],,gb,14000000,True,37.0,1.73
noah wyle,male,1971-06-04,12480,3214,"['actor', 'television_producer', 'film_producer']",,us,25000000,True,52.0,1.85
liam hemsworth,male,1990-01-13,12481,3216,['actor'],,au,28000000,True,34.0,1.91
michael chiklis,male,1963-08-30,12482,3217,"['actor', 'television_producer', 'television_director', 'voice_actor']",,us,14000000,True,60.0,1.7
wesley snipes,male,1962-07-31,12483,3219,"['actor', 'martial_artist', 'film_producer', 'businessperson', 'dancer', 'singer']",,us,10000000,True,61.0,1.75
india eisley,female,1993-10-29,12484,3220,['actor'],,us,2000000,True,30.0,1.6
jon voight,male,1938-12-29,12485,3222,"['actor', 'film_producer', 'screenwriter']",,us,55000000,True,85.0,1.89
tommy lee jones,male,1946-09-15,12486,3224,"['film_director', 'actor', 'film_producer', 'screenwriter', 'voice_actor']",,us,90000000,True,77.0,1.83
woody harrelson,male,1961-07-23,12487,3225,"['actor', 'businessperson', 'television_producer']",,us,70000000,True,62.0,1.78
james caan,male,1940-03-26,12488,3226,"['actor', 'singer', 'voice_actor']",,us,20000000,True,83.0,1.76
toni collette,female,1972-11-01,12489,3228,"['actor', 'musician', 'singer', 'television_producer', 'film_producer', 'voice_actor']",,au,18000000,True,51.0,1.73
eliza dushku,female,1980-12-30,12490,3230,"['actor', 'television_producer', 'voice_actor', 'businessperson']",,us,20000000,True,43.0,1.65
manu bennett,male,1969-10-10,12491,3231,"['actor', 'model']",,nz,1500000,True,54.0,1.8
willem dafoe,male,1955-07-22,12492,3233,"['actor', 'voice_actor', 'model']",,us,40000000,True,68.0,1.78
owen wilson,male,1968-11-18,12493,3235,"['actor', 'screenwriter', 'film_producer', 'voice_actor']",,us,70000000,True,55.0,1.79
seann william scott,male,1976-10-03,12494,3238,"['actor', 'comedian', 'film_producer', 'voice_actor']",,us,25000000,True,47.0,1.8
james buckley,male,1987-08-14,12495,3239,"['actor', 'musician']",,gb,2000000,True,36.0,1.75
tania raymonde,female,1988-03-22,12496,3240,['actor'],,us,3000000,True,35.0,1.66
ethan hawke,male,1970-11-06,12497,3244,"['actor', 'film_director', 'screenwriter', 'novelist', 'writer', 'theatre_director']",,us,55000000,True,53.0,1.79
stephen merchant,male,1974-11-24,12498,3249,"['actor', 'television_director', 'television_producer', 'screenwriter', 'comedian', 'writer', 'radio_personality', 'presenter']",,gb,40000000,True,49.0,2.01
vernon wells,male,1978-12-08,12499,3250,['baseball_player'],,us,75000000,True,45.0,1.85
natassia malthe,female,1974-01-19,12500,3251,"['actor', 'model']",,no,2000000,True,50.0,1.65
romola garai,female,1982-08-06,12501,3255,"['actor', 'model']",,cn,2000000,True,41.0,1.75
theo rossi,male,1975-06-04,12502,3256,['actor'],,us,4000000,True,48.0,1.8
tobin bell,male,1942-08-07,12503,3257,"['actor', 'voice_actor', 'coach']",,us,16000000,True,81.0,1.79
noomi rapace,female,1979-12-28,12504,3258,['actor'],,se,20000000,True,44.0,1.63
robin tunney,female,1972-06-19,12505,3259,['actor'],,us,8000000,True,51.0,1.62
josh duhamel,male,1972-11-14,12506,3260,"['actor', 'model']",,us,18000000,True,51.0,1.92
madeline zima,female,1985-09-16,12507,3261,['actor'],,us,1500000,True,38.0,1.73
maria valverde,female,1987-03-24,12508,3262,['actor'],,es,6000000,True,36.0,1.64
tobin bell,male,1942-08-07,12509,3263,"['actor', 'voice_actor', 'coach']",,us,16000000,True,81.0,1.79
sam elliott,male,1944-08-09,12510,3265,"['actor', 'voice_actor', 'film_producer']",,us,10000000,True,79.0,1.88
patrick wilson,male,1973-07-03,12511,3266,"['actor', 'singer', 'film_producer']",,us,7000000,True,50.0,1.85
dennis quaid,male,1954-04-09,12512,3267,"['actor', 'musician', 'television_producer', 'voice_actor']",,us,30000000,True,69.0,1.83
willem dafoe,male,1955-07-22,12513,3269,"['actor', 'voice_actor', 'model']",,us,40000000,True,68.0,1.78
malin akerman,female,1978-05-12,12514,3270,"['actor', 'model', 'singer', 'television_producer']",,ca,10000000,True,45.0,1.71
william fichtner,male,1956-11-27,12515,3271,"['actor', 'voice_actor']",,us,8000000,True,67.0,1.83
sylvester stallone,male,1946-07-06,12516,3274,"['screenwriter', 'actor', 'film_director', 'television_producer', 'film_producer', 'voice_actor']",,us,400000000,True,77.0,1.77
neal mcdonough,male,1966-02-13,12517,3276,"['actor', 'voice_actor']",,us,7000000,True,58.0,1.83
theo james,male,1984-12-16,12518,3278,"['actor', 'singer', 'guitarist']",,gb,4000000,True,39.0,1.85
steven seagal,male,1952-04-10,12519,3279,"['actor', 'film_producer', 'screenwriter', 'businessperson', 'martial_artist', 'sheriff', 'television_producer', 'musician']",,us,16000000,True,71.0,1.93
maria bello,female,1967-04-18,12520,3280,"['actor', 'singer', 'activist', 'businessperson']",,us,12000000,True,56.0,1.65
terry stone,male,1971-01-13,12521,3281,"['actor', 'film_producer']",,gb,9000000,True,53.0,
russell crowe,male,1964-04-07,12522,3284,"['actor', 'singer', 'musician', 'film_producer', 'film_director']",,nz,100000000,True,59.0,1.82
michael biehn,male,1956-07-31,12523,3286,"['actor', 'film_director', 'film_producer', 'screenwriter']",,us,8000000,True,67.0,1.83
noel clarke,male,1975-12-06,12524,3290,"['screenwriter', 'film_producer', 'actor', 'film_director']",,gb,3000000,True,48.0,1.75
naomi watts,female,1968-09-28,12525,3291,"['actor', 'film_producer', 'voice_actor']",,au,30000000,True,55.0,1.64
patrick stewart,male,1940-07-13,12526,3292,"['actor', 'voice_actor', 'journalist', 'television_director', 'film_producer']",,gb,70000000,True,83.0,1.78
leslie bibb,female,1974-11-17,12527,3293,"['actor', 'fashion_model', 'model']",,us,4000000,True,49.0,1.75
michelle rodriguez,female,1978-07-12,12528,3294,"['actor', 'screenwriter']",,us,25000000,True,45.0,1.65
zoe kazan,female,1983-09-09,12529,3295,"['actor', 'screenwriter', 'playwright']",,us,3000000,True,40.0,1.63
rose byrne,female,1979-07-24,12530,3298,['actor'],,au,16000000,True,44.0,1.68
jonathan banks,male,1947-01-31,12531,3299,['actor'],,us,5000000,True,77.0,
john cena,male,1977-04-23,12532,3300,"['wrestler', 'singer', 'actor', 'rapper', 'musician', 'bodybuilder']",,us,60000000,True,46.0,1.85
judy greer,female,1975-07-20,12533,3301,"['actor', 'voice_actor', 'television_producer']",,us,5000000,True,48.0,1.78
sofia vergara,female,1972-07-10,12534,3303,"['actor', 'model', 'comedian', 'presenter', 'voice_actor', 'television_producer']",,co,180000000,True,51.0,1.7
danny trejo,male,1944-05-16,12535,3304,"['actor', 'film_producer', 'voice_actor']",,us,8000000,True,79.0,1.68
zach galifianakis,male,1969-10-01,12536,3306,"['comedian', 'actor', 'television_producer', 'screenwriter', 'film_producer', 'pianist', 'stand-up_comedian', 'voice_actor', 'singer']",,us,40000000,True,54.0,1.73
ryan merriman,male,1983-04-10,12537,3307,['actor'],,us,2000000,True,40.0,1.85
owen wilson,male,1968-11-18,12538,3309,"['actor', 'screenwriter', 'film_producer', 'voice_actor']",,us,70000000,True,55.0,1.79
linda cardellini,female,1975-06-25,12539,3310,"['actor', 'voice_actor']",,us,8000000,True,48.0,1.6
nicholas braun,male,1988-05-01,12540,3312,['actor'],,us,3000000,True,35.0,1.96
vince vaughn,male,1970-03-28,12541,3313,"['actor', 'comedian', 'film_producer', 'screenwriter', 'television_producer']",,us,70000000,True,53.0,1.96
nicolas cage,male,1964-01-07,12542,3314,"['actor', 'film_producer', 'voice_actor', 'television_producer']",,us,25000000,True,60.0,1.83
natalie portman,female,1981-06-09,12543,3315,"['actor', 'model', 'film_producer', 'film_director', 'screenwriter']",,il,90000000,True,42.0,1.6
pierce brosnan,male,1953-05-16,12544,3317,"['actor', 'film_producer', 'businessperson', 'activist', 'artist', 'visual_artist', 'environmentalist']",,ie,200000000,True,70.0,1.88
sam rockwell,male,1968-11-05,12545,3319,['actor'],,us,30000000,True,55.0,1.75
karl urban,male,1972-06-07,12546,3320,['actor'],,nz,20000000,True,51.0,1.85
natalie dormer,female,1982-02-11,12547,3321,['actor'],,gb,6000000,True,42.0,1.68
sean patrick flanery,male,1965-10-11,12548,3325,['actor'],,us,3000000,True,58.0,1.8
dave bautista,male,1969-01-18,12549,3326,"['wrestler', 'actor', 'mixed_martial_artist', 'bodybuilder', 'lifeguard']",,us,16000000,True,55.0,1.98
debi derryberry,female,1967-09-27,12550,3329,"['actor', 'voice_actor', 'singer', 'composer']",,us,5000000,True,56.0,1.5
terry crews,male,1968-07-30,12551,3331,"['american_football_player', 'actor']",,us,25000000,True,55.0,1.91
robert de niro,male,1943-08-17,12552,3332,"['actor', 'film_producer', 'film_director', 'voice_actor', 'television_producer']",,us,500000000,True,80.0,1.77
robert de niro,male,1943-08-17,12553,3334,"['actor', 'film_producer', 'film_director', 'voice_actor', 'television_producer']",,us,500000000,True,80.0,1.77
james mcavoy,male,1979-04-21,12554,3335,"['actor', 'voice_actor']",,gb,17000000,True,44.0,1.7
john turturro,male,1957-02-28,12555,3336,"['actor', 'film_director', 'screenwriter', 'voice_actor', 'film_producer', 'writer']",,us,24000000,True,67.0,1.84
tim pocock,male,1985-10-24,12556,3338,['actor'],,au,2000000,True,38.0,
jason isaacs,male,1963-06-06,12557,3339,"['actor', 'television_producer', 'voice_actor']",,gb,12000000,True,60.0,1.8
john malkovich,male,1953-12-09,12558,3340,"['actor', 'fashion_designer', 'film_director', 'businessperson', 'voice_actor', 'film_producer', 'screenwriter']",,us,25000000,True,70.0,1.83
ken jeong,male,1969-07-13,12559,3342,"['actor', 'comedian', 'physician', 'voice_actor', 'film_producer']",,us,14000000,True,54.0,1.66
marton csokas,male,1966-06-30,12560,3343,"['actor', 'entrepreneur', 'voice_actor']",,nz,4000000,True,57.0,1.87
isabel lucas,female,1985-01-29,12561,3344,"['actor', 'model']",,au,5000000,True,39.0,1.68
javier bardem,male,1969-03-01,12562,3345,"['actor', 'film_producer']",,es,20000000,True,55.0,1.81
laz alonso,male,1974-03-25,12563,3347,"['actor', 'banker', 'businessperson']",,us,2500000,True,49.0,1.83
vanessa kirby,,,12564,3348,,,,4000000,,,
stephen lang,male,1952-07-11,12565,3355,"['actor', 'playwright']",,us,5000000,True,71.0,1.79
miley cyrus,female,1992-11-23,12566,3357,"['actor', 'singer-songwriter', 'dancer', 'musician', 'voice_actor']",,us,160000000,True,31.0,1.65
matt bomer,male,1977-10-11,12567,3358,['actor'],,us,9000000,True,46.0,1.82
tom sizemore,male,1961-11-29,12568,3359,"['actor', 'film_producer', 'singer']",,us,3000000,True,62.0,1.8
clive standen,male,1981-07-22,12569,3366,['actor'],,gb,3000000,True,42.0,1.88
kellan lutz,male,1985-03-15,12570,3367,"['actor', 'fashion_model', 'voice_actor']",,us,5000000,True,39.0,1.85
sean giambrone,,,12571,3368,,,,6000000,,,
victor webster,male,1981-01-10,12572,3369,,,,3000000,True,43.0,1.8
jennifer garner,female,1972-04-17,12573,3371,"['actor', 'television_producer', 'film_producer', 'spokesperson', 'businessperson', 'voice_actor', 'television_director']",,us,80000000,True,51.0,1.73
timothy omundson,male,1969-07-29,12574,3373,['actor'],,us,3000000,True,54.0,1.85
justin baldoni,male,"Jan 24, 1984 - Jan 24, 1984",12575,3374,"['actor', 'film_producer']",,us,1000000,,,
ray stevenson,male,1964-05-25,12576,3378,['actor'],,gb,8000000,True,59.0,1.93
tim roth,male,1961-05-14,12577,3379,"['actor', 'television_producer', 'film_director']",,gb,7000000,True,62.0,1.7
dolph lundgren,male,1957-11-03,12578,3380,"['film_director', 'actor', 'martial_artist', 'film_producer', 'screenwriter']",,se,18000000,True,66.0,1.96
ruth wilson,female,1982-01-13,12579,3381,['actor'],,gb,7000000,True,42.0,
martin henderson,male,1974-10-08,12580,3382,['actor'],,nz,6000000,True,49.0,1.78
