name,gender,birthday,occupation,age,height,death,nationality,net_worth,is_alive
mark wahlberg,male,1971-06-05,"['film_producer', 'actor', 'model', 'musician', 'rapper', 'television_producer', 'singer', 'film_score_composer', 'songwriter']",52,1.73,,us,300000000,True
anna kendrick,female,1985-08-09,"['actor', 'singer', 'voice_actor']",38,1.57,,us,20000000,True
ben affleck,male,1972-08-15,"['actor', 'film_director', 'screenwriter', 'film_producer', 'television_producer', 'professional_poker_player', 'businessperson']",51,1.92,,us,150000000,True
armie hammer,male,1986-08-28,['actor'],37,1.96,,us,16000000,True
nate parker,male,1979-11-18,"['actor', 'film_producer', 'musician', 'coach']",44,1.75,,us,3000000,True
griffin gluck,male,2000-08-24,['actor'],23,,,us,1000000,True
lauren graham,female,1967-03-16,"['actor', 'singer', 'novelist', 'television_producer', 'voice_actor']",57,1.75,,us,15000000,True
leslie easterbrook,female,1949-07-29,['actor'],74,1.73,,us,1500000,True
neal mcdonough,male,1966-02-13,"['actor', 'voice_actor']",58,1.83,,us,7000000,True
christopher lloyd,male,1960-06-18,"['screenwriter', 'television_producer']",63,,,us,200000000,True
christopher lloyd,male,1938-10-22,"['actor', 'voice_actor']",85,1.85,,us,40000000,True
rachel weisz,female,1970-03-07,"['actor', 'fashion_model', 'voice_actor']",54,1.7,,us,36000000,True
timothy spall,male,1957-02-27,"['actor', 'presenter', 'voice_actor']",67,1.7,,gb,4000000,True
tom wilkinson,male,1948-02-05,"['actor', 'voice_actor']",76,1.85,,gb,12000000,True
ethan hawke,male,1970-11-06,"['actor', 'film_director', 'screenwriter', 'novelist', 'writer', 'theatre_director']",53,1.79,,us,55000000,True
john travolta,male,1954-02-18,"['actor', 'singer', 'dancer', 'voice_actor', 'film_producer']",70,1.88,,us,250000000,True
taissa farmiga,female,1994-08-17,['actor'],29,1.68,,us,1500000,True
riley keough,female,1989-05-29,"['actor', 'model']",34,1.7,,us,5000000,True
shia labeouf,male,1986-06-11,"['actor', 'film_director', 'comedian', 'voice_actor', 'screenwriter', 'film_producer']",37,1.76,,us,25000000,True
ricky gervais,male,1961-06-25,"['author', 'comedian', 'actor', 'television_director', 'television_producer', 'screenwriter', 'writer', 'film_director', 'film_producer', 'disc_jockey']",62,1.73,,gb,140000000,True
shailene woodley,female,1991-11-15,"['actor', 'model']",32,1.73,,us,12000000,True
simon pegg,male,1970-02-14,"['actor', 'screenwriter', 'comedian', 'film_producer', 'film_director', 'singer', 'voice_actor', 'writer']",54,1.78,,gb,25000000,True
charlie day,male,1976-02-09,"['actor', 'screenwriter', 'television_producer', 'musician']",48,1.69,,us,30000000,True
richard jenkins,male,1947-05-04,['actor'],76,1.85,,us,8000000,True
sharlto copley,male,1973-11-27,"['actor', 'film_director', 'film_producer']",50,,,za,15000000,True
chris pratt,male,1979-06-21,"['actor', 'singer']",44,1.88,,us,60000000,True
denzel washington,male,1954-12-28,"['actor', 'film_producer', 'film_director', 'spokesperson', 'voice_actor']",69,1.85,,us,250000000,True
asa butterfield,male,1997-04-01,['actor'],26,1.78,,gb,5000000,True
eva green,female,1980-07-06,"['model', 'actor', 'composer']",43,1.68,,fr,8000000,True
aaron eckhart,male,1968-03-12,"['actor', 'film_producer']",56,1.83,,us,16000000,True
tom hanks,male,1956-07-09,"['film_producer', 'screenwriter', 'television_producer', 'television_director', 'actor', 'voice_actor', 'film_director', 'motivational_speaker']",67,1.83,,us,400000000,True
andy samberg,male,1978-08-18,"['comedian', 'actor', 'musician', 'screenwriter', 'television_producer', 'television_director', 'lyricist', 'voice_actor', 'rapper', 'film_producer']",45,1.77,,us,20000000,True
kelsey grammer,male,1955-02-21,"['television_producer', 'actor', 'television_director', 'voice_actor', 'comedian', 'singer', 'film_producer', 'film_director', 'writer']",69,1.85,,us,80000000,True
serena williams,female,1981-09-26,"['tennis_player', 'athlete', 'fashion_designer', 'actor', 'voice_actor', 'businessperson', 'writer']",42,1.75,,us,210000000,True
tika sumpter,female,1980-06-20,"['actor', 'singer', 'model']",43,1.7,,us,6000000,True
vanessa bell calloway,female,1957-03-20,"['actor', 'dancer', 'television_producer']",67,,,us,600000,True
renee zellweger,female,1969-04-25,"['actor', 'voice_actor', 'film_producer', 'television_producer', 'singer']",54,1.63,,us,90000000,True
jared leto,male,1971-12-26,"['actor', 'musician', 'singer-songwriter', 'composer', 'film_producer', 'photographer', 'painter', 'businessperson', 'film_director', 'philanthropist']",52,1.75,,us,90000000,True
margot robbie,female,1990-07-02,['actor'],33,1.68,,au,26000000,True
will smith,male,1968-09-25,"['actor', 'film_producer', 'record_producer', 'television_producer', 'rapper', 'screenwriter']",55,1.88,,us,350000000,True
will smith (nfl),male,1981-07-04,['american_football_player'],42,1.91,,us,13000000,True
terrence howard,male,1969-03-11,"['actor', 'singer-songwriter', 'record_producer', 'film_producer', 'voice_actor']",55,1.84,,us,5000000,True
thomas haden church,male,1960-06-17,"['actor', 'radio_personality', 'screenwriter', 'voice_actor', 'film_director', 'film_producer']",63,1.83,,us,20000000,True
cary elwes,male,1962-10-26,"['actor', 'voice_actor', 'film_producer']",61,1.83,,gb,8000000,True
common,male,1972-03-13,"['actor', 'rapper', 'author', 'model', 'poet', 'musician', 'writer', 'voice_actor']",52,1.84,,us,45000000,True
nick robinson,male,1995-03-22,['actor'],28,1.83,,us,3000000,True
gillian jacobs,female,1982-10-19,['actor'],41,1.63,,us,5000000,True
mike birbiglia,male,1978-06-20,"['comedian', 'screenwriter', 'actor', 'film_director']",45,,,us,4000000,True
keanu reeves,male,1964-09-02,"['actor', 'voice_actor']",59,1.86,,ca,360000000,True
renee zellweger,female,1969-04-25,"['actor', 'voice_actor', 'film_producer', 'television_producer', 'singer']",54,1.63,,us,90000000,True
craig robinson,male,1971-10-25,"['actor', 'singer', 'teacher', 'voice_actor', 'stand-up_comedian']",52,1.87,,us,6000000,True
matt damon,male,1970-10-08,"['actor', 'film_producer', 'television_producer', 'screenwriter', 'voice_actor', 'spokesperson']",53,1.78,,us,170000000,True
tommy lee jones,male,1946-09-15,"['film_director', 'actor', 'film_producer', 'screenwriter', 'voice_actor']",77,1.83,,us,90000000,True
glenn close,female,1947-03-19,"['actor', 'film_producer', 'voice_actor']",77,1.65,,us,50000000,True
kathy bates,female,1948-06-28,"['actor', 'voice_actor', 'television_director', 'film_director', 'singer', 'film_score_composer']",75,1.6,,us,32000000,True
bryce dallas howard,female,1981-03-02,"['actor', 'film_director', 'screenwriter', 'film_producer']",43,1.73,,us,25000000,True
robert redford,male,1937-08-18,"['actor', 'film_producer', 'film_director', 'businessperson', 'television_producer', 'activist', 'environmentalist', 'philanthropist']",86,1.79,,us,200000000,True
mark rylance,male,1960-01-18,"['actor', 'theatre_director', 'playwright']",64,1.73,,gb,10000000,True
dylan minnette,male,1996-12-29,"['actor', 'musician', 'singer']",27,1.73,,us,3000000,True
jane levy,female,1989-12-29,['actor'],34,1.57,,us,3000000,True
stephen lang,male,1952-07-11,"['actor', 'playwright']",71,1.79,,us,5000000,True
audrey tautou,female,1976-08-09,"['actor', 'model']",47,1.6,,fr,20000000,True
ben foster,male,1980-10-29,"['actor', 'film_producer']",43,1.75,,us,12000000,True
chris pine,male,1980-08-26,"['actor', 'voice_actor']",43,1.83,,us,30000000,True
jeff bridges,male,1949-12-04,"['actor', 'singer', 'film_producer', 'composer', 'musician', 'spokesperson', 'voice_actor']",74,1.85,,us,100000000,True
charlize theron,female,1975-08-07,"['actor', 'model', 'film_producer', 'spokesperson', 'film_director']",48,1.77,,us,160000000,True
neil degrasse tyson,male,1958-10-05,"['astronomer', 'writer', 'astrophysicist', 'author', 'actor', 'television_editor']",65,1.88,,us,5000000,True
chord overstreet,male,1989-02-17,"['actor', 'singer', 'composer', 'musician']",35,1.83,,us,1000000,True
jonah hill,male,1983-12-20,"['actor', 'comedian', 'film_producer', 'screenwriter', 'voice_actor', 'writer']",40,1.7,,us,50000000,True
miles teller,male,1987-02-20,['actor'],37,1.83,,us,10000000,True
eric stonestreet,male,1971-09-09,['actor'],52,1.85,,us,23000000,True
bryan greenberg,male,1978-05-24,"['actor', 'musician', 'singer']",45,1.83,,us,3000000,True
jamie chung,female,1983-04-10,['actor'],40,1.67,,us,5000000,True
edgar ramirez,male,1977-03-25,['actor'],46,1.78,,ve,8000000,True
robert de niro,male,1943-08-17,"['actor', 'film_producer', 'film_director', 'voice_actor', 'television_producer']",80,1.77,,us,500000000,True
colin firth,male,1960-09-10,"['actor', 'film_producer', 'screenwriter', 'voice_actor']",63,1.87,,gb,25000000,True
jude law,male,1972-12-29,"['actor', 'film_producer']",51,1.82,,gb,45000000,True
nicole kidman,female,1967-06-20,"['singer', 'actor', 'film_producer']",56,1.8,,au,250000000,True
logan lerman,male,1992-01-19,"['actor', 'musician']",32,1.75,,us,8000000,True
sarah gadon,female,1987-04-04,"['actor', 'voice_actor']",36,1.6,,ca,1000000,True
albert brooks,male,1947-07-22,"['comedian', 'actor', 'screenwriter', 'film_director', 'television_director', 'voice_actor']",76,1.78,,us,28000000,True
ellen degeneres,female,1958-01-26,"['comedian', 'actor', 'voice_actor', 'television_producer', 'screenwriter', 'television_presenter', 'film_producer']",66,1.71,,us,500000000,True
britt robertson,female,1990-04-18,['actor'],33,1.59,,us,3000000,True
eddie murphy,male,1961-04-03,"['actor', 'singer', 'musician', 'television_producer', 'screenwriter', 'voice_actor', 'film_producer', 'film_director', 'stand-up_comedian', 'comedian']",62,1.75,,us,200000000,True
natascha mcelhone,female,1969-12-14,['actor'],54,1.73,,gb,5000000,True
kristen wiig,female,1973-08-22,"['actor', 'comedian', 'screenwriter', 'film_producer', 'voice_actor', 'writer']",50,1.65,,us,25000000,True
seth rogen,male,1982-04-15,"['actor', 'film_producer', 'screenwriter', 'comedian', 'voice_actor', 'film_director', 'television_producer']",41,1.8,,ca,80000000,True
daniel radcliffe,male,1989-07-23,['actor'],34,1.65,,gb,110000000,True
toni collette,female,1972-11-01,"['actor', 'musician', 'singer', 'television_producer', 'film_producer', 'voice_actor']",51,1.73,,au,18000000,True
tracy letts,male,1965-07-04,"['screenwriter', 'playwright', 'actor']",58,,,us,1000000,True
cillian murphy,male,1976-05-25,"['actor', 'musician']",47,1.75,,ie,20000000,True
jamie dornan,male,1982-05-01,"['singer', 'model', 'actor', 'musician']",41,1.8,,gb,14000000,True
chris pine,male,1980-08-26,"['actor', 'voice_actor']",43,1.83,,us,30000000,True
zachary quinto,male,1977-06-02,"['actor', 'film_producer', 'voice_actor']",46,1.88,,us,14000000,True
kathryn hahn,female,1973-07-23,"['actor', 'screenwriter']",50,1.65,,us,2000000,True
kristen bell,female,1980-07-18,"['actor', 'voice_actor', 'singer', 'film_producer']",43,1.55,,us,40000000,True
mila kunis,female,1983-08-14,"['actor', 'voice_actor', 'model']",40,1.63,,ua,75000000,True
ewan mcgregor,male,1971-03-31,"['actor', 'screenwriter', 'television_producer', 'singer', 'voice_actor']",52,1.79,,gb,25000000,True
viggo mortensen,male,1958-10-20,"['actor', 'poet', 'musician', 'photographer', 'painter', 'singer', 'author']",65,1.8,,us,40000000,True
dave franco,male,1985-06-12,"['actor', 'screenwriter', 'film_producer', 'musician']",38,1.7,,us,10000000,True
emily meade,female,1989-01-10,['actor'],35,,,us,1000000,True
emma roberts,female,1991-02-10,"['singer', 'actor', 'model', 'voice_actor']",33,1.57,,us,25000000,True
maria bello,female,1967-04-18,"['actor', 'singer', 'activist', 'businessperson']",56,1.65,,us,12000000,True
teresa palmer,female,1986-02-26,"['actor', 'model', 'film_producer']",38,1.67,,au,3000000,True
vincent curatola,male,1953-08-16,"['actor', 'writer', 'singer', 'teacher']",70,,,us,5000000,True
gael garcia bernal,male,1978-11-30,"['actor', 'film_producer', 'television_producer', 'film_director']",45,1.68,,mx,12000000,True
jeffrey dean morgan,male,1966-07-22,['actor'],57,1.88,,us,10000000,True
danny glover,male,1946-07-22,"['actor', 'film_producer', 'voice_actor', 'television_producer', 'film_director', 'activist', 'singer']",77,1.92,,us,40000000,True
mark rylance,male,1960-01-18,"['actor', 'theatre_director', 'playwright']",64,1.73,,gb,10000000,True
susan sarandon,female,1946-10-04,"['actor', 'voice_actor', 'activist', 'film_producer']",77,1.7,,us,60000000,True
mel gibson,male,1956-01-03,"['actor', 'screenwriter', 'film_director', 'film_producer', 'television_producer', 'television_director', 'voice_actor']",68,1.77,,us,425000000,True
bryan cranston,male,1956-03-07,"['actor', 'voice_actor', 'television_director', 'television_producer', 'screenwriter', 'film_producer', 'film_director', 'writer']",68,1.79,,us,40000000,True
diane kruger,female,1976-07-15,"['actor', 'fashion_model', 'ballet_dancer']",47,1.7,,de,24000000,True
john leguizamo,male,1964-07-22,"['actor', 'film_producer', 'television_producer', 'screenwriter', 'voice_actor', 'comedian']",59,1.73,,co,25000000,True
helena bonham carter,female,1966-05-26,"['actor', 'singer', 'voice_actor']",57,1.57,,gb,60000000,True
johnny depp,male,1963-06-09,"['actor', 'film_producer', 'musician', 'film_director', 'screenwriter', 'voice_actor', 'restaurateur', 'winemaker']",60,1.78,,us,150000000,True
mia wasikowska,female,1989-10-14,"['actor', 'voice_actor']",34,1.62,,au,8000000,True
adam devine,male,1983-11-07,"['film_producer', 'actor', 'screenwriter', 'television_producer', 'comedian', 'voice_actor']",40,1.73,,us,8000000,True
anna kendrick,female,1985-08-09,"['actor', 'singer', 'voice_actor']",38,1.57,,us,20000000,True
zac efron,male,1987-10-18,"['actor', 'singer', 'voice_actor']",36,1.73,,us,25000000,True
dennis rodman,male,1961-05-13,"['wrestler', 'actor', 'basketball_player', 'athlete', 'basketball_coach', 'entertainer']",62,2.01,,us,500000,True
sam neill,male,1947-09-14,"['actor', 'voice_actor', 'film_director', 'screenwriter', 'businessperson']",76,1.82,,nz,18000000,True
elizabeth mitchell,female,1970-03-27,"['actor', 'model']",53,1.75,,us,3000000,True
frank grillo,male,1963-06-08,['actor'],60,1.79,,us,6000000,True
mykelti williamson,male,1957-03-04,['actor'],67,1.87,,us,2000000,True
daniel radcliffe,male,1989-07-23,['actor'],34,1.65,,gb,110000000,True
mary elizabeth winstead,female,1984-11-28,"['actor', 'singer', 'film_producer']",39,1.73,,us,6000000,True
paul dano,male,1984-06-19,"['actor', 'musician', 'film_producer']",39,1.8,,us,10000000,True
aaron paul,male,1979-08-27,"['actor', 'voice_actor']",44,1.73,,us,20000000,True
lena headey,female,1973-10-03,"['actor', 'voice_actor']",50,1.66,,gb,12000000,True
sean bean,male,1959-04-17,"['actor', 'voice_actor']",64,1.8,,gb,20000000,True
alexander skarsgard,male,1976-08-25,"['actor', 'film_director']",47,1.94,,se,12000000,True
anna friel,female,1976-07-12,['actor'],47,1.57,,gb,10000000,True
christina hendricks,female,1975-05-03,"['actor', 'model', 'voice_actor']",48,1.71,,us,10000000,True
elle fanning,female,1998-04-09,"['actor', 'voice_actor']",25,1.72,,us,6000000,True
frank welker,male,1946-03-12,"['voice_actor', 'actor']",78,1.73,,us,15000000,True
mindy cohn,female,1966-05-20,"['actor', 'voice_actor', 'comedian', 'singer']",57,,,us,1000000,True
matthew mcconaughey,male,1969-11-04,"['actor', 'voice_actor', 'film_producer', 'film_director', 'television_producer']",54,1.82,,us,140000000,True
the rock dwayne johnson,male,1972-05-02,"['wrestler', 'american_football_player', 'actor', 'television_producer', 'author', 'athlete', 'film_producer', 'voice_actor']",51,1.96,,us,320000000,True
kevin hart,male,1979-07-06,"['actor', 'comedian', 'screenwriter', 'television_producer', 'film_producer']",44,1.63,,us,200000000,True
blake lively,female,1987-08-25,"['model', 'actor']",36,1.78,,us,30000000,True
jesse eisenberg,male,1983-10-05,"['actor', 'voice_actor', 'playwright']",40,1.71,,us,10000000,True
kristen stewart,female,1990-04-09,['actor'],33,1.65,,us,70000000,True
steve carell,male,1962-08-16,"['comedian', 'film_producer', 'actor', 'television_producer', 'voice_actor', 'screenwriter', 'television_director']",61,1.75,,us,80000000,True
ben foster,male,1980-10-29,"['actor', 'film_producer']",43,1.75,,us,12000000,True
paula patton,female,1975-12-05,['actor'],48,1.71,,us,10000000,True
travis fimmel,male,1979-07-15,"['model', 'actor']",44,1.82,,au,3000000,True
james mcavoy,male,1979-04-21,"['actor', 'voice_actor']",44,1.7,,gb,17000000,True
michael fassbender,male,1977-04-02,"['actor', 'film_producer', 'businessperson']",46,1.83,,de,40000000,True
anthony mackie,male,1978-09-23,"['actor', 'entrepreneur']",45,1.78,,us,8000000,True
bryan cranston,male,1956-03-07,"['actor', 'voice_actor', 'television_director', 'television_producer', 'screenwriter', 'film_producer', 'film_director', 'writer']",68,1.79,,us,40000000,True
melissa leo,female,1960-09-14,['actor'],63,,,us,9000000,True
rose byrne,female,1979-07-24,['actor'],44,1.68,,au,16000000,True
susan sarandon,female,1946-10-04,"['actor', 'voice_actor', 'activist', 'film_producer']",77,1.7,,us,60000000,True
megan fox,female,1986-05-16,"['model', 'actor']",37,1.63,,us,8000000,True
will arnett,male,1970-05-04,"['actor', 'voice_actor', 'television_producer', 'screenwriter', 'comedian']",53,1.89,,ca,20000000,True
devon bostick,male,1991-11-13,['actor'],32,1.81,,ca,3000000,True
rachel blanchard,female,1976-03-19,['actor'],48,1.73,,ca,2000000,True
clemence poesy,female,1982-10-30,"['model', 'actor']",41,1.7,,fr,7000000,True
stellan skarsgard,male,1951-06-13,"['actor', 'voice_actor', 'film_producer']",72,1.91,,se,40000000,True
andy samberg,male,1978-08-18,"['comedian', 'actor', 'musician', 'screenwriter', 'television_producer', 'television_director', 'lyricist', 'voice_actor', 'rapper', 'film_producer']",45,1.77,,us,20000000,True
jorma taccone,male,1977-03-19,"['actor', 'television_director', 'television_producer', 'musician', 'screenwriter', 'film_score_composer', 'film_producer', 'lyricist']",47,1.73,,us,7000000,True
hugh grant,male,1960-09-09,"['actor', 'film_producer', 'voice_actor']",63,1.8,,gb,150000000,True
meryl streep,female,1949-06-22,"['actor', 'voice_actor', 'spokesperson']",74,1.68,,us,160000000,True
simon helberg,male,1980-12-09,"['actor', 'television_producer', 'screenwriter', 'comedian', 'voice_actor', 'film_producer', 'pianist']",43,1.7,,us,45000000,True
sterling knight,male,1989-03-05,"['actor', 'musician', 'comedian', 'singer-songwriter']",35,1.8,,us,2000000,True
chloe sevigny,female,1974-11-18,"['model', 'actor', 'fashion_designer', 'spokesperson']",49,1.73,,us,10000000,True
kate beckinsale,female,1973-07-26,"['actor', 'model']",50,1.7,,gb,20000000,True
chris evans,male,1981-06-13,"['actor', 'voice_actor', 'film_director', 'film_producer']",42,1.84,,us,80000000,True
chris evans,male,1966-04-01,"['television_producer', 'radio_producer', 'radio_personality', 'businessperson', 'presenter', 'actor', 'voice_actor']",57,1.88,,gb,120000000,True
patrick wilson,male,1973-07-03,"['actor', 'singer', 'film_producer']",50,1.85,,us,7000000,True
vera farmiga,female,1973-08-06,"['actor', 'film_director']",50,1.65,,us,10000000,True
ken watanabe,male,1959-10-21,['actor'],64,1.84,,jp,40000000,True
matthew mcconaughey,male,1969-11-04,"['actor', 'voice_actor', 'film_producer', 'film_director', 'television_producer']",54,1.82,,us,140000000,True
naomi watts,female,1968-09-28,"['actor', 'film_producer', 'voice_actor']",55,1.64,,au,30000000,True
kristen stewart,female,1990-04-09,['actor'],33,1.65,,us,70000000,True
nicholas hoult,male,1989-12-07,"['actor', 'model', 'voice_actor']",34,1.9,,gb,8000000,True
mark stanley,male,,['actor'],,,,,500000,
geoffrey rush,male,1951-07-06,"['actor', 'film_producer', 'voice_actor', 'film_score_composer', 'musician']",72,1.83,,au,40000000,True
pierce brosnan,male,1953-05-16,"['actor', 'film_producer', 'businessperson', 'activist', 'artist', 'visual_artist', 'environmentalist']",70,1.88,,ie,200000000,True
adrien brody,male,1973-04-14,"['actor', 'film_producer', 'voice_actor']",50,1.85,,us,16000000,True
salma hayek,female,1966-09-02,"['actor', 'singer', 'television_producer', 'film_producer', 'film_director', 'voice_actor', 'social_activist', 'model', 'spokesperson', 'businessperson']",57,1.57,,mx,200000000,True
jena malone,female,1984-11-21,"['actor', 'musician', 'voice_actor']",39,1.65,,us,4000000,True
macaulay culkin,male,1980-08-26,"['actor', 'voice_actor', 'child_actor', 'musician']",43,1.7,,us,18000000,True
mandy moore,female,1984-04-10,"['singer-songwriter', 'model', 'actor', 'fashion_designer', 'voice_actor']",39,1.76,,us,14000000,True
nikki reed,female,1988-05-17,"['actor', 'screenwriter', 'model', 'singer-songwriter', 'music_video_director']",35,1.66,,us,12000000,True
ryan merriman,male,1983-04-10,['actor'],40,1.85,,us,2000000,True
jesse eisenberg,male,1983-10-05,"['actor', 'voice_actor', 'playwright']",40,1.71,,us,10000000,True
mark ruffalo,male,1967-11-22,"['actor', 'film_producer', 'film_director', 'screenwriter']",56,1.73,,us,35000000,True
charlotte le bon,female,,['actor'],,,,,4000000,
idris elba,male,1972-09-06,"['actor', 'television_producer', 'singer', 'rapper', 'disc_jockey', 'film_producer']",51,1.9,,gb,30000000,True
richard madden,male,1986-06-18,['actor'],37,1.8,,gb,6000000,True
dev patel,male,1990-04-23,"['actor', 'athlete']",33,1.87,,gb,10000000,True
jeremy irons,male,1948-09-19,"['actor', 'voice_actor']",75,1.87,,gb,16000000,True
emilia clarke,female,1987-05-01,['actor'],36,1.57,,gb,20000000,True
janet mcteer,female,1961-08-05,['actor'],62,1.85,,gb,4000000,True
kate bosworth,female,1983-01-02,"['actor', 'model', 'singer']",41,1.65,,us,24000000,True
thomas jane,male,1969-02-22,"['actor', 'film_director', 'comic_book_creator', 'voice_actor', 'writer', 'film_producer', 'screenwriter']",55,1.8,,us,16000000,True
george clooney,male,1961-05-06,"['actor', 'film_producer', 'film_director', 'television_producer', 'television_director', 'voice_actor', 'screenwriter']",62,1.8,,us,500000000,True
julia roberts,female,1967-10-28,"['film_producer', 'actor', 'voice_actor', 'television_producer']",56,1.75,,us,250000000,True
frank welker,male,1946-03-12,"['voice_actor', 'actor']",78,1.73,,us,15000000,True
ethan hawke,male,1970-11-06,"['actor', 'film_director', 'screenwriter', 'novelist', 'writer', 'theatre_director']",53,1.79,,us,55000000,True
greta gerwig,female,1983-08-04,"['actor', 'screenwriter', 'playwright', 'voice_actor', 'film_director']",40,1.73,,us,4000000,True
julianne moore,female,1960-12-03,"['actor', 'author', 'film_producer', 'television_producer', 'theatrical_producer', ""children's_book_author""]",63,1.6,,us,50000000,True
angourie rice,female,2001,['actor'],,1.3,,,3000000,
russell crowe,male,1964-04-07,"['actor', 'singer', 'musician', 'film_producer', 'film_director']",59,1.82,,nz,100000000,True
ryan gosling,male,1980-11-12,"['actor', 'musician', 'restaurateur', 'film_director', 'screenwriter', 'film_producer', 'activist']",43,1.84,,ca,70000000,True
ben kingsley,male,1943-12-31,"['actor', 'voice_actor']",80,1.73,,gb,60000000,True
bill murray,male,1950-09-21,"['comedian', 'actor', 'screenwriter', 'television_producer', 'voice_actor', 'businessperson', 'singer']",73,1.88,,us,180000000,True
diego boneta,male,1990-11-29,"['actor', 'singer']",33,1.75,,us,3000000,True
rodrigo santoro,male,1975-08-22,"['actor', 'voice_actor']",48,1.9,,br,10000000,True
vincent d'onofrio,male,1959-06-30,"['actor', 'film_producer', 'film_director', 'screenwriter', 'singer', 'teacher', 'spokesperson', 'voice_actor']",64,1.93,,us,14000000,True
jonathan pryce,male,1947-06-01,"['actor', 'singer', 'salesman', 'voice_actor', 'film_score_composer']",76,1.83,,gb,5000000,True
dougray scott,male,1965-11-25,"['actor', 'voice_actor', 'film_producer']",58,1.83,,gb,5000000,True
kate winslet,female,1975-10-05,"['actor', 'singer', 'voice_actor']",48,1.69,,gb,65000000,True
saffron burrows,female,1972-10-22,"['actor', 'model']",51,1.83,,gb,10000000,True
tom hanks,male,1956-07-09,"['film_producer', 'screenwriter', 'television_producer', 'television_director', 'actor', 'voice_actor', 'film_director', 'motivational_speaker']",67,1.83,,us,400000000,True
chris hemsworth,male,1983-08-11,['actor'],40,1.9,,au,130000000,True
jessica chastain,female,1977-03-24,"['actor', 'film_producer']",46,1.63,,us,40000000,True
jason sudeikis,male,1975-09-18,"['actor', 'comedian', 'voice_actor', 'screenwriter']",48,1.85,,us,20000000,True
josh gad,male,1981-02-23,"['actor', 'voice_actor', 'television_producer', 'screenwriter']",43,,,us,14000000,True
jessica chastain,female,1977-03-24,"['actor', 'film_producer']",46,1.63,,us,40000000,True
mia wasikowska,female,1989-10-14,"['actor', 'voice_actor']",34,1.62,,au,8000000,True
tom hiddleston,male,1981-02-09,"['actor', 'voice_actor']",43,1.87,,gb,25000000,True
rossif sutherland,male,1978-09-25,['actor'],45,1.96,,ca,4000000,True
stephen fry,male,1957-08-24,"['comedian', 'journalist', 'actor', 'presenter', 'playwright', 'screenwriter', 'author', 'film_director', 'television_producer', 'poet']",66,1.96,,gb,30000000,True
alice eve,female,1982-02-06,['actor'],42,1.66,,gb,6000000,True
james mcavoy,male,1979-04-21,"['actor', 'voice_actor']",44,1.7,,gb,17000000,True
rebecca hall,female,1982-05-19,['actor'],41,1.75,,gb,7000000,True
adrien brody,male,1973-04-14,"['actor', 'film_producer', 'voice_actor']",50,1.85,,us,16000000,True
campbell scott,male,1961-07-19,"['actor', 'voice_actor', 'film_producer', 'film_director']",62,1.8,,us,1000000,True
yvonne strahovski,female,1982-07-30,"['actor', 'voice_actor']",41,1.76,,au,12000000,True
ethan hawke,male,1970-11-06,"['actor', 'film_director', 'screenwriter', 'novelist', 'writer', 'theatre_director']",53,1.79,,us,55000000,True
greg kinnear,male,1963-06-17,"['actor', 'screenwriter', 'television_producer', 'voice_actor', 'tv_personality']",60,1.76,,us,20000000,True
kerry washington,female,1977-01-31,"['actor', 'narrator', 'voice_actor']",47,1.63,,us,50000000,True
wendell pierce,male,1966-12-08,"['actor', 'businessperson', 'radio_personality', 'film_producer', 'theatrical_producer']",57,1.73,,us,7000000,True
gary coleman,male,1968-02-08,"['actor', 'voice_actor']",42,1.42,2010-05-28,us,75000,False
gary cole,male,1956-09-20,"['actor', 'voice_actor']",67,1.8,,us,4000000,True
melissa rauch,female,1980-06-23,"['comedian', 'actor']",43,1.52,,us,20000000,True
kevin conroy,male,1955-11-30,"['actor', 'voice_actor']",68,,,us,10000000,True
mark hamill,male,1951-09-25,"['actor', 'voice_actor', 'film_producer', 'writer', 'film_director', 'television_producer']",72,1.75,,us,18000000,True
jordan peele,male,1979-02-21,"['comedian', 'actor', 'screenwriter', 'television_producer', 'musician', 'lyricist']",45,1.75,,us,50000000,True
tiffany haddish,female,1979-12-03,"['comedian', 'actor']",44,1.67,,us,6000000,True
emily mortimer,female,1971-12-01,"['actor', 'voice_actor']",52,1.73,,gb,6000000,True
jonathan rhys meyers,male,1977-07-27,"['actor', 'model', 'singer']",46,1.78,,ie,8000000,True
scarlett johansson,female,1984-11-22,"['actor', 'singer', 'model', 'voice_actor']",39,1.6,,us,165000000,True
colin farrell,male,1976-05-31,"['actor', 'film_producer']",47,1.78,,ie,80000000,True
jeff bridges,male,1949-12-04,"['actor', 'singer', 'film_producer', 'composer', 'musician', 'spokesperson', 'voice_actor']",74,1.85,,us,100000000,True
maggie gyllenhaal,female,1977-11-16,['actor'],46,1.75,,us,15000000,True
emma thompson,female,1959-04-15,"['actor', 'comedian', 'screenwriter', 'author', 'voice_actor', 'film_producer']",64,1.71,,gb,50000000,True
robert carlyle,male,1961-04-14,['actor'],62,1.73,,gb,10000000,True
john bradley,male,1988-09-15,"['actor', 'drummer', 'comedian']",35,,,gb,5000000,True
gal gadot,female,1985-04-30,"['actor', 'model']",38,1.78,,il,30000000,True
kevin costner,male,1955-01-18,"['actor', 'film_producer', 'film_director', 'television_producer', 'singer', 'musician', 'businessperson', 'model']",69,1.85,,us,250000000,True
ryan reynolds,male,1976-10-23,"['actor', 'voice_actor', 'film_producer']",47,1.88,,ca,150000000,True
