height,is_alive,nationality,net_worth,birthday,occupation,gender,name,age,death
1.73,True,us,300000000,1971-06-05,"['film_producer', 'actor', 'model', 'musician', 'rapper', 'television_producer', 'singer', 'film_score_composer', 'songwriter']",male,mark wahlberg,52,
1.57,True,us,20000000,1985-08-09,"['actor', 'singer', 'voice_actor']",female,anna kendrick,38,
1.92,True,us,150000000,1972-08-15,"['actor', 'film_director', 'screenwriter', 'film_producer', 'television_producer', 'professional_poker_player', 'businessperson']",male,ben affleck,51,
1.96,True,us,16000000,1986-08-28,['actor'],male,armie hammer,37,
1.75,True,us,3000000,1979-11-18,"['actor', 'film_producer', 'musician', 'coach']",male,nate parker,44,
,True,us,1000000,2000-08-24,['actor'],male,griffin gluck,23,
1.75,True,us,15000000,1967-03-16,"['actor', 'singer', 'novelist', 'television_producer', 'voice_actor']",female,lauren graham,57,
1.73,True,us,1500000,1949-07-29,['actor'],female,leslie easterbrook,74,
1.83,True,us,7000000,1966-02-13,"['actor', 'voice_actor']",male,neal mcdonough,58,
,True,us,200000000,1960-06-18,"['screenwriter', 'television_producer']",male,christopher lloyd,63,
1.85,True,us,40000000,1938-10-22,"['actor', 'voice_actor']",male,christopher lloyd,85,
1.7,True,us,36000000,1970-03-07,"['actor', 'fashion_model', 'voice_actor']",female,rachel weisz,54,
1.7,True,gb,4000000,1957-02-27,"['actor', 'presenter', 'voice_actor']",male,timothy spall,67,
1.85,True,gb,12000000,1948-02-05,"['actor', 'voice_actor']",male,tom wilkinson,76,
1.79,True,us,55000000,1970-11-06,"['actor', 'film_director', 'screenwriter', 'novelist', 'writer', 'theatre_director']",male,ethan hawke,53,
1.88,True,us,250000000,1954-02-18,"['actor', 'singer', 'dancer', 'voice_actor', 'film_producer']",male,john travolta,70,
1.68,True,us,1500000,1994-08-17,['actor'],female,taissa farmiga,29,
1.7,True,us,5000000,1989-05-29,"['actor', 'model']",female,riley keough,34,
1.76,True,us,25000000,1986-06-11,"['actor', 'film_director', 'comedian', 'voice_actor', 'screenwriter', 'film_producer']",male,shia labeouf,37,
1.73,True,gb,140000000,1961-06-25,"['author', 'comedian', 'actor', 'television_director', 'television_producer', 'screenwriter', 'writer', 'film_director', 'film_producer', 'disc_jockey']",male,ricky gervais,62,
1.73,True,us,12000000,1991-11-15,"['actor', 'model']",female,shailene woodley,32,
1.78,True,gb,25000000,1970-02-14,"['actor', 'screenwriter', 'comedian', 'film_producer', 'film_director', 'singer', 'voice_actor', 'writer']",male,simon pegg,54,
1.69,True,us,30000000,1976-02-09,"['actor', 'screenwriter', 'television_producer', 'musician']",male,charlie day,48,
1.85,True,us,8000000,1947-05-04,['actor'],male,richard jenkins,76,
,True,za,15000000,1973-11-27,"['actor', 'film_director', 'film_producer']",male,sharlto copley,50,
1.88,True,us,60000000,1979-06-21,"['actor', 'singer']",male,chris pratt,44,
1.85,True,us,250000000,1954-12-28,"['actor', 'film_producer', 'film_director', 'spokesperson', 'voice_actor']",male,denzel washington,69,
1.78,True,gb,5000000,1997-04-01,['actor'],male,asa butterfield,26,
1.68,True,fr,8000000,1980-07-06,"['model', 'actor', 'composer']",female,eva green,43,
1.83,True,us,16000000,1968-03-12,"['actor', 'film_producer']",male,aaron eckhart,56,
1.83,True,us,400000000,1956-07-09,"['film_producer', 'screenwriter', 'television_producer', 'television_director', 'actor', 'voice_actor', 'film_director', 'motivational_speaker']",male,tom hanks,67,
1.77,True,us,20000000,1978-08-18,"['comedian', 'actor', 'musician', 'screenwriter', 'television_producer', 'television_director', 'lyricist', 'voice_actor', 'rapper', 'film_producer']",male,andy samberg,45,
1.85,True,us,80000000,1955-02-21,"['television_producer', 'actor', 'television_director', 'voice_actor', 'comedian', 'singer', 'film_producer', 'film_director', 'writer']",male,kelsey grammer,69,
1.75,True,us,210000000,1981-09-26,"['tennis_player', 'athlete', 'fashion_designer', 'actor', 'voice_actor', 'businessperson', 'writer']",female,serena williams,42,
1.7,True,us,6000000,1980-06-20,"['actor', 'singer', 'model']",female,tika sumpter,43,
,True,us,600000,1957-03-20,"['actor', 'dancer', 'television_producer']",female,vanessa bell calloway,67,
1.63,True,us,90000000,1969-04-25,"['actor', 'voice_actor', 'film_producer', 'television_producer', 'singer']",female,renee zellweger,54,
1.75,True,us,90000000,1971-12-26,"['actor', 'musician', 'singer-songwriter', 'composer', 'film_producer', 'photographer', 'painter', 'businessperson', 'film_director', 'philanthropist']",male,jared leto,52,
1.68,True,au,26000000,1990-07-02,['actor'],female,margot robbie,33,
1.88,True,us,350000000,1968-09-25,"['actor', 'film_producer', 'record_producer', 'television_producer', 'rapper', 'screenwriter']",male,will smith,55,
1.91,True,us,13000000,1981-07-04,['american_football_player'],male,will smith (nfl),42,
1.84,True,us,5000000,1969-03-11,"['actor', 'singer-songwriter', 'record_producer', 'film_producer', 'voice_actor']",male,terrence howard,55,
1.83,True,us,20000000,1960-06-17,"['actor', 'radio_personality', 'screenwriter', 'voice_actor', 'film_director', 'film_producer']",male,thomas haden church,63,
1.83,True,gb,8000000,1962-10-26,"['actor', 'voice_actor', 'film_producer']",male,cary elwes,61,
1.84,True,us,45000000,1972-03-13,"['actor', 'rapper', 'author', 'model', 'poet', 'musician', 'writer', 'voice_actor']",male,common,52,
1.83,True,us,3000000,1995-03-22,['actor'],male,nick robinson,28,
1.63,True,us,5000000,1982-10-19,['actor'],female,gillian jacobs,41,
,True,us,4000000,1978-06-20,"['comedian', 'screenwriter', 'actor', 'film_director']",male,mike birbiglia,45,
1.86,True,ca,360000000,1964-09-02,"['actor', 'voice_actor']",male,keanu reeves,59,
1.63,True,us,90000000,1969-04-25,"['actor', 'voice_actor', 'film_producer', 'television_producer', 'singer']",female,renee zellweger,54,
1.87,True,us,6000000,1971-10-25,"['actor', 'singer', 'teacher', 'voice_actor', 'stand-up_comedian']",male,craig robinson,52,
1.78,True,us,170000000,1970-10-08,"['actor', 'film_producer', 'television_producer', 'screenwriter', 'voice_actor', 'spokesperson']",male,matt damon,53,
1.83,True,us,90000000,1946-09-15,"['film_director', 'actor', 'film_producer', 'screenwriter', 'voice_actor']",male,tommy lee jones,77,
1.65,True,us,50000000,1947-03-19,"['actor', 'film_producer', 'voice_actor']",female,glenn close,77,
1.6,True,us,32000000,1948-06-28,"['actor', 'voice_actor', 'television_director', 'film_director', 'singer', 'film_score_composer']",female,kathy bates,75,
1.73,True,us,25000000,1981-03-02,"['actor', 'film_director', 'screenwriter', 'film_producer']",female,bryce dallas howard,43,
1.79,True,us,200000000,1937-08-18,"['actor', 'film_producer', 'film_director', 'businessperson', 'television_producer', 'activist', 'environmentalist', 'philanthropist']",male,robert redford,86,
1.73,True,gb,10000000,1960-01-18,"['actor', 'theatre_director', 'playwright']",male,mark rylance,64,
1.73,True,us,3000000,1996-12-29,"['actor', 'musician', 'singer']",male,dylan minnette,27,
1.57,True,us,3000000,1989-12-29,['actor'],female,jane levy,34,
1.79,True,us,5000000,1952-07-11,"['actor', 'playwright']",male,stephen lang,71,
1.6,True,fr,20000000,1976-08-09,"['actor', 'model']",female,audrey tautou,47,
1.75,True,us,12000000,1980-10-29,"['actor', 'film_producer']",male,ben foster,43,
1.83,True,us,30000000,1980-08-26,"['actor', 'voice_actor']",male,chris pine,43,
1.85,True,us,100000000,1949-12-04,"['actor', 'singer', 'film_producer', 'composer', 'musician', 'spokesperson', 'voice_actor']",male,jeff bridges,74,
1.77,True,us,160000000,1975-08-07,"['actor', 'model', 'film_producer', 'spokesperson', 'film_director']",female,charlize theron,48,
1.88,True,us,5000000,1958-10-05,"['astronomer', 'writer', 'astrophysicist', 'author', 'actor', 'television_editor']",male,neil degrasse tyson,65,
1.83,True,us,1000000,1989-02-17,"['actor', 'singer', 'composer', 'musician']",male,chord overstreet,35,
1.7,True,us,50000000,1983-12-20,"['actor', 'comedian', 'film_producer', 'screenwriter', 'voice_actor', 'writer']",male,jonah hill,40,
1.83,True,us,10000000,1987-02-20,['actor'],male,miles teller,37,
1.85,True,us,23000000,1971-09-09,['actor'],male,eric stonestreet,52,
1.83,True,us,3000000,1978-05-24,"['actor', 'musician', 'singer']",male,bryan greenberg,45,
1.67,True,us,5000000,1983-04-10,['actor'],female,jamie chung,40,
1.78,True,ve,8000000,1977-03-25,['actor'],male,edgar ramirez,46,
1.77,True,us,500000000,1943-08-17,"['actor', 'film_producer', 'film_director', 'voice_actor', 'television_producer']",male,robert de niro,80,
1.87,True,gb,25000000,1960-09-10,"['actor', 'film_producer', 'screenwriter', 'voice_actor']",male,colin firth,63,
1.82,True,gb,45000000,1972-12-29,"['actor', 'film_producer']",male,jude law,51,
1.8,True,au,250000000,1967-06-20,"['singer', 'actor', 'film_producer']",female,nicole kidman,56,
1.75,True,us,8000000,1992-01-19,"['actor', 'musician']",male,logan lerman,32,
1.6,True,ca,1000000,1987-04-04,"['actor', 'voice_actor']",female,sarah gadon,36,
1.78,True,us,28000000,1947-07-22,"['comedian', 'actor', 'screenwriter', 'film_director', 'television_director', 'voice_actor']",male,albert brooks,76,
1.71,True,us,500000000,1958-01-26,"['comedian', 'actor', 'voice_actor', 'television_producer', 'screenwriter', 'television_presenter', 'film_producer']",female,ellen degeneres,66,
1.59,True,us,3000000,1990-04-18,['actor'],female,britt robertson,33,
1.75,True,us,200000000,1961-04-03,"['actor', 'singer', 'musician', 'television_producer', 'screenwriter', 'voice_actor', 'film_producer', 'film_director', 'stand-up_comedian', 'comedian']",male,eddie murphy,62,
1.73,True,gb,5000000,1969-12-14,['actor'],female,natascha mcelhone,54,
1.65,True,us,25000000,1973-08-22,"['actor', 'comedian', 'screenwriter', 'film_producer', 'voice_actor', 'writer']",female,kristen wiig,50,
1.8,True,ca,80000000,1982-04-15,"['actor', 'film_producer', 'screenwriter', 'comedian', 'voice_actor', 'film_director', 'television_producer']",male,seth rogen,41,
1.65,True,gb,110000000,1989-07-23,['actor'],male,daniel radcliffe,34,
1.73,True,au,18000000,1972-11-01,"['actor', 'musician', 'singer', 'television_producer', 'film_producer', 'voice_actor']",female,toni collette,51,
,True,us,1000000,1965-07-04,"['screenwriter', 'playwright', 'actor']",male,tracy letts,58,
1.75,True,ie,20000000,1976-05-25,"['actor', 'musician']",male,cillian murphy,47,
1.8,True,gb,14000000,1982-05-01,"['singer', 'model', 'actor', 'musician']",male,jamie dornan,41,
1.83,True,us,30000000,1980-08-26,"['actor', 'voice_actor']",male,chris pine,43,
1.88,True,us,14000000,1977-06-02,"['actor', 'film_producer', 'voice_actor']",male,zachary quinto,46,
1.65,True,us,2000000,1973-07-23,"['actor', 'screenwriter']",female,kathryn hahn,50,
1.55,True,us,40000000,1980-07-18,"['actor', 'voice_actor', 'singer', 'film_producer']",female,kristen bell,43,
1.63,True,ua,75000000,1983-08-14,"['actor', 'voice_actor', 'model']",female,mila kunis,40,
1.79,True,gb,25000000,1971-03-31,"['actor', 'screenwriter', 'television_producer', 'singer', 'voice_actor']",male,ewan mcgregor,52,
1.8,True,us,40000000,1958-10-20,"['actor', 'poet', 'musician', 'photographer', 'painter', 'singer', 'author']",male,viggo mortensen,65,
1.7,True,us,10000000,1985-06-12,"['actor', 'screenwriter', 'film_producer', 'musician']",male,dave franco,38,
,True,us,1000000,1989-01-10,['actor'],female,emily meade,35,
1.57,True,us,25000000,1991-02-10,"['singer', 'actor', 'model', 'voice_actor']",female,emma roberts,33,
1.65,True,us,12000000,1967-04-18,"['actor', 'singer', 'activist', 'businessperson']",female,maria bello,56,
1.67,True,au,3000000,1986-02-26,"['actor', 'model', 'film_producer']",female,teresa palmer,38,
,True,us,5000000,1953-08-16,"['actor', 'writer', 'singer', 'teacher']",male,vincent curatola,70,
1.68,True,mx,12000000,1978-11-30,"['actor', 'film_producer', 'television_producer', 'film_director']",male,gael garcia bernal,45,
1.88,True,us,10000000,1966-07-22,['actor'],male,jeffrey dean morgan,57,
1.92,True,us,40000000,1946-07-22,"['actor', 'film_producer', 'voice_actor', 'television_producer', 'film_director', 'activist', 'singer']",male,danny glover,77,
1.73,True,gb,10000000,1960-01-18,"['actor', 'theatre_director', 'playwright']",male,mark rylance,64,
1.7,True,us,60000000,1946-10-04,"['actor', 'voice_actor', 'activist', 'film_producer']",female,susan sarandon,77,
1.77,True,us,425000000,1956-01-03,"['actor', 'screenwriter', 'film_director', 'film_producer', 'television_producer', 'television_director', 'voice_actor']",male,mel gibson,68,
1.79,True,us,40000000,1956-03-07,"['actor', 'voice_actor', 'television_director', 'television_producer', 'screenwriter', 'film_producer', 'film_director', 'writer']",male,bryan cranston,68,
1.7,True,de,24000000,1976-07-15,"['actor', 'fashion_model', 'ballet_dancer']",female,diane kruger,47,
1.73,True,co,25000000,1964-07-22,"['actor', 'film_producer', 'television_producer', 'screenwriter', 'voice_actor', 'comedian']",male,john leguizamo,59,
1.57,True,gb,60000000,1966-05-26,"['actor', 'singer', 'voice_actor']",female,helena bonham carter,57,
1.78,True,us,150000000,1963-06-09,"['actor', 'film_producer', 'musician', 'film_director', 'screenwriter', 'voice_actor', 'restaurateur', 'winemaker']",male,johnny depp,60,
1.62,True,au,8000000,1989-10-14,"['actor', 'voice_actor']",female,mia wasikowska,34,
1.73,True,us,8000000,1983-11-07,"['film_producer', 'actor', 'screenwriter', 'television_producer', 'comedian', 'voice_actor']",male,adam devine,40,
1.57,True,us,20000000,1985-08-09,"['actor', 'singer', 'voice_actor']",female,anna kendrick,38,
1.73,True,us,25000000,1987-10-18,"['actor', 'singer', 'voice_actor']",male,zac efron,36,
2.01,True,us,500000,1961-05-13,"['wrestler', 'actor', 'basketball_player', 'athlete', 'basketball_coach', 'entertainer']",male,dennis rodman,62,
1.82,True,nz,18000000,1947-09-14,"['actor', 'voice_actor', 'film_director', 'screenwriter', 'businessperson']",male,sam neill,76,
1.75,True,us,3000000,1970-03-27,"['actor', 'model']",female,elizabeth mitchell,53,
1.79,True,us,6000000,1963-06-08,['actor'],male,frank grillo,60,
1.87,True,us,2000000,1957-03-04,['actor'],male,mykelti williamson,67,
1.65,True,gb,110000000,1989-07-23,['actor'],male,daniel radcliffe,34,
1.73,True,us,6000000,1984-11-28,"['actor', 'singer', 'film_producer']",female,mary elizabeth winstead,39,
1.8,True,us,10000000,1984-06-19,"['actor', 'musician', 'film_producer']",male,paul dano,39,
1.73,True,us,20000000,1979-08-27,"['actor', 'voice_actor']",male,aaron paul,44,
1.66,True,gb,12000000,1973-10-03,"['actor', 'voice_actor']",female,lena headey,50,
1.8,True,gb,20000000,1959-04-17,"['actor', 'voice_actor']",male,sean bean,64,
1.94,True,se,12000000,1976-08-25,"['actor', 'film_director']",male,alexander skarsgard,47,
1.57,True,gb,10000000,1976-07-12,['actor'],female,anna friel,47,
1.71,True,us,10000000,1975-05-03,"['actor', 'model', 'voice_actor']",female,christina hendricks,48,
1.72,True,us,6000000,1998-04-09,"['actor', 'voice_actor']",female,elle fanning,25,
1.73,True,us,15000000,1946-03-12,"['voice_actor', 'actor']",male,frank welker,78,
,True,us,1000000,1966-05-20,"['actor', 'voice_actor', 'comedian', 'singer']",female,mindy cohn,57,
1.82,True,us,140000000,1969-11-04,"['actor', 'voice_actor', 'film_producer', 'film_director', 'television_producer']",male,matthew mcconaughey,54,
1.96,True,us,320000000,1972-05-02,"['wrestler', 'american_football_player', 'actor', 'television_producer', 'author', 'athlete', 'film_producer', 'voice_actor']",male,the rock dwayne johnson,51,
1.63,True,us,200000000,1979-07-06,"['actor', 'comedian', 'screenwriter', 'television_producer', 'film_producer']",male,kevin hart,44,
1.78,True,us,30000000,1987-08-25,"['model', 'actor']",female,blake lively,36,
1.71,True,us,10000000,1983-10-05,"['actor', 'voice_actor', 'playwright']",male,jesse eisenberg,40,
1.65,True,us,70000000,1990-04-09,['actor'],female,kristen stewart,33,
1.75,True,us,80000000,1962-08-16,"['comedian', 'film_producer', 'actor', 'television_producer', 'voice_actor', 'screenwriter', 'television_director']",male,steve carell,61,
1.75,True,us,12000000,1980-10-29,"['actor', 'film_producer']",male,ben foster,43,
1.71,True,us,10000000,1975-12-05,['actor'],female,paula patton,48,
1.82,True,au,3000000,1979-07-15,"['model', 'actor']",male,travis fimmel,44,
1.7,True,gb,17000000,1979-04-21,"['actor', 'voice_actor']",male,james mcavoy,44,
1.83,True,de,40000000,1977-04-02,"['actor', 'film_producer', 'businessperson']",male,michael fassbender,46,
1.78,True,us,8000000,1978-09-23,"['actor', 'entrepreneur']",male,anthony mackie,45,
1.79,True,us,40000000,1956-03-07,"['actor', 'voice_actor', 'television_director', 'television_producer', 'screenwriter', 'film_producer', 'film_director', 'writer']",male,bryan cranston,68,
,True,us,9000000,1960-09-14,['actor'],female,melissa leo,63,
1.68,True,au,16000000,1979-07-24,['actor'],female,rose byrne,44,
1.7,True,us,60000000,1946-10-04,"['actor', 'voice_actor', 'activist', 'film_producer']",female,susan sarandon,77,
1.63,True,us,8000000,1986-05-16,"['model', 'actor']",female,megan fox,37,
1.89,True,ca,20000000,1970-05-04,"['actor', 'voice_actor', 'television_producer', 'screenwriter', 'comedian']",male,will arnett,53,
1.81,True,ca,3000000,1991-11-13,['actor'],male,devon bostick,32,
1.73,True,ca,2000000,1976-03-19,['actor'],female,rachel blanchard,48,
1.7,True,fr,7000000,1982-10-30,"['model', 'actor']",female,clemence poesy,41,
1.91,True,se,40000000,1951-06-13,"['actor', 'voice_actor', 'film_producer']",male,stellan skarsgard,72,
1.77,True,us,20000000,1978-08-18,"['comedian', 'actor', 'musician', 'screenwriter', 'television_producer', 'television_director', 'lyricist', 'voice_actor', 'rapper', 'film_producer']",male,andy samberg,45,
1.73,True,us,7000000,1977-03-19,"['actor', 'television_director', 'television_producer', 'musician', 'screenwriter', 'film_score_composer', 'film_producer', 'lyricist']",male,jorma taccone,47,
1.8,True,gb,150000000,1960-09-09,"['actor', 'film_producer', 'voice_actor']",male,hugh grant,63,
1.68,True,us,160000000,1949-06-22,"['actor', 'voice_actor', 'spokesperson']",female,meryl streep,74,
1.7,True,us,45000000,1980-12-09,"['actor', 'television_producer', 'screenwriter', 'comedian', 'voice_actor', 'film_producer', 'pianist']",male,simon helberg,43,
1.8,True,us,2000000,1989-03-05,"['actor', 'musician', 'comedian', 'singer-songwriter']",male,sterling knight,35,
1.73,True,us,10000000,1974-11-18,"['model', 'actor', 'fashion_designer', 'spokesperson']",female,chloe sevigny,49,
1.7,True,gb,20000000,1973-07-26,"['actor', 'model']",female,kate beckinsale,50,
1.84,True,us,80000000,1981-06-13,"['actor', 'voice_actor', 'film_director', 'film_producer']",male,chris evans,42,
1.88,True,gb,120000000,1966-04-01,"['television_producer', 'radio_producer', 'radio_personality', 'businessperson', 'presenter', 'actor', 'voice_actor']",male,chris evans,57,
1.85,True,us,7000000,1973-07-03,"['actor', 'singer', 'film_producer']",male,patrick wilson,50,
1.65,True,us,10000000,1973-08-06,"['actor', 'film_director']",female,vera farmiga,50,
1.84,True,jp,40000000,1959-10-21,['actor'],male,ken watanabe,64,
1.82,True,us,140000000,1969-11-04,"['actor', 'voice_actor', 'film_producer', 'film_director', 'television_producer']",male,matthew mcconaughey,54,
1.64,True,au,30000000,1968-09-28,"['actor', 'film_producer', 'voice_actor']",female,naomi watts,55,
1.65,True,us,70000000,1990-04-09,['actor'],female,kristen stewart,33,
1.9,True,gb,8000000,1989-12-07,"['actor', 'model', 'voice_actor']",male,nicholas hoult,34,
,,,500000,,['actor'],male,mark stanley,,
1.83,True,au,40000000,1951-07-06,"['actor', 'film_producer', 'voice_actor', 'film_score_composer', 'musician']",male,geoffrey rush,72,
1.88,True,ie,200000000,1953-05-16,"['actor', 'film_producer', 'businessperson', 'activist', 'artist', 'visual_artist', 'environmentalist']",male,pierce brosnan,70,
1.85,True,us,16000000,1973-04-14,"['actor', 'film_producer', 'voice_actor']",male,adrien brody,50,
1.57,True,mx,200000000,1966-09-02,"['actor', 'singer', 'television_producer', 'film_producer', 'film_director', 'voice_actor', 'social_activist', 'model', 'spokesperson', 'businessperson']",female,salma hayek,57,
1.65,True,us,4000000,1984-11-21,"['actor', 'musician', 'voice_actor']",female,jena malone,39,
1.7,True,us,18000000,1980-08-26,"['actor', 'voice_actor', 'child_actor', 'musician']",male,macaulay culkin,43,
1.76,True,us,14000000,1984-04-10,"['singer-songwriter', 'model', 'actor', 'fashion_designer', 'voice_actor']",female,mandy moore,39,
1.66,True,us,12000000,1988-05-17,"['actor', 'screenwriter', 'model', 'singer-songwriter', 'music_video_director']",female,nikki reed,35,
1.85,True,us,2000000,1983-04-10,['actor'],male,ryan merriman,40,
1.71,True,us,10000000,1983-10-05,"['actor', 'voice_actor', 'playwright']",male,jesse eisenberg,40,
1.73,True,us,35000000,1967-11-22,"['actor', 'film_producer', 'film_director', 'screenwriter']",male,mark ruffalo,56,
,,,4000000,,['actor'],female,charlotte le bon,,
1.9,True,gb,30000000,1972-09-06,"['actor', 'television_producer', 'singer', 'rapper', 'disc_jockey', 'film_producer']",male,idris elba,51,
1.8,True,gb,6000000,1986-06-18,['actor'],male,richard madden,37,
1.87,True,gb,10000000,1990-04-23,"['actor', 'athlete']",male,dev patel,33,
1.87,True,gb,16000000,1948-09-19,"['actor', 'voice_actor']",male,jeremy irons,75,
1.57,True,gb,20000000,1987-05-01,['actor'],female,emilia clarke,36,
1.85,True,gb,4000000,1961-08-05,['actor'],female,janet mcteer,62,
1.65,True,us,24000000,1983-01-02,"['actor', 'model', 'singer']",female,kate bosworth,41,
1.8,True,us,16000000,1969-02-22,"['actor', 'film_director', 'comic_book_creator', 'voice_actor', 'writer', 'film_producer', 'screenwriter']",male,thomas jane,55,
1.8,True,us,500000000,1961-05-06,"['actor', 'film_producer', 'film_director', 'television_producer', 'television_director', 'voice_actor', 'screenwriter']",male,george clooney,62,
1.75,True,us,250000000,1967-10-28,"['film_producer', 'actor', 'voice_actor', 'television_producer']",female,julia roberts,56,
1.73,True,us,15000000,1946-03-12,"['voice_actor', 'actor']",male,frank welker,78,
1.79,True,us,55000000,1970-11-06,"['actor', 'film_director', 'screenwriter', 'novelist', 'writer', 'theatre_director']",male,ethan hawke,53,
1.73,True,us,4000000,1983-08-04,"['actor', 'screenwriter', 'playwright', 'voice_actor', 'film_director']",female,greta gerwig,40,
1.6,True,us,50000000,1960-12-03,"['actor', 'author', 'film_producer', 'television_producer', 'theatrical_producer', ""children's_book_author""]",female,julianne moore,63,
1.3,,,3000000,2001,['actor'],female,angourie rice,,
1.82,True,nz,100000000,1964-04-07,"['actor', 'singer', 'musician', 'film_producer', 'film_director']",male,russell crowe,59,
1.84,True,ca,70000000,1980-11-12,"['actor', 'musician', 'restaurateur', 'film_director', 'screenwriter', 'film_producer', 'activist']",male,ryan gosling,43,
1.73,True,gb,60000000,1943-12-31,"['actor', 'voice_actor']",male,ben kingsley,80,
1.88,True,us,180000000,1950-09-21,"['comedian', 'actor', 'screenwriter', 'television_producer', 'voice_actor', 'businessperson', 'singer']",male,bill murray,73,
1.75,True,us,3000000,1990-11-29,"['actor', 'singer']",male,diego boneta,33,
1.9,True,br,10000000,1975-08-22,"['actor', 'voice_actor']",male,rodrigo santoro,48,
1.93,True,us,14000000,1959-06-30,"['actor', 'film_producer', 'film_director', 'screenwriter', 'singer', 'teacher', 'spokesperson', 'voice_actor']",male,vincent d'onofrio,64,
1.83,True,gb,5000000,1947-06-01,"['actor', 'singer', 'salesman', 'voice_actor', 'film_score_composer']",male,jonathan pryce,76,
1.83,True,gb,5000000,1965-11-25,"['actor', 'voice_actor', 'film_producer']",male,dougray scott,58,
1.69,True,gb,65000000,1975-10-05,"['actor', 'singer', 'voice_actor']",female,kate winslet,48,
1.83,True,gb,10000000,1972-10-22,"['actor', 'model']",female,saffron burrows,51,
1.83,True,us,400000000,1956-07-09,"['film_producer', 'screenwriter', 'television_producer', 'television_director', 'actor', 'voice_actor', 'film_director', 'motivational_speaker']",male,tom hanks,67,
1.9,True,au,130000000,1983-08-11,['actor'],male,chris hemsworth,40,
1.63,True,us,40000000,1977-03-24,"['actor', 'film_producer']",female,jessica chastain,46,
1.85,True,us,20000000,1975-09-18,"['actor', 'comedian', 'voice_actor', 'screenwriter']",male,jason sudeikis,48,
,True,us,14000000,1981-02-23,"['actor', 'voice_actor', 'television_producer', 'screenwriter']",male,josh gad,43,
1.63,True,us,40000000,1977-03-24,"['actor', 'film_producer']",female,jessica chastain,46,
1.62,True,au,8000000,1989-10-14,"['actor', 'voice_actor']",female,mia wasikowska,34,
1.87,True,gb,25000000,1981-02-09,"['actor', 'voice_actor']",male,tom hiddleston,43,
1.96,True,ca,4000000,1978-09-25,['actor'],male,rossif sutherland,45,
1.96,True,gb,30000000,1957-08-24,"['comedian', 'journalist', 'actor', 'presenter', 'playwright', 'screenwriter', 'author', 'film_director', 'television_producer', 'poet']",male,stephen fry,66,
1.66,True,gb,6000000,1982-02-06,['actor'],female,alice eve,42,
1.7,True,gb,17000000,1979-04-21,"['actor', 'voice_actor']",male,james mcavoy,44,
1.75,True,gb,7000000,1982-05-19,['actor'],female,rebecca hall,41,
1.85,True,us,16000000,1973-04-14,"['actor', 'film_producer', 'voice_actor']",male,adrien brody,50,
1.8,True,us,1000000,1961-07-19,"['actor', 'voice_actor', 'film_producer', 'film_director']",male,campbell scott,62,
1.76,True,au,12000000,1982-07-30,"['actor', 'voice_actor']",female,yvonne strahovski,41,
1.79,True,us,55000000,1970-11-06,"['actor', 'film_director', 'screenwriter', 'novelist', 'writer', 'theatre_director']",male,ethan hawke,53,
1.76,True,us,20000000,1963-06-17,"['actor', 'screenwriter', 'television_producer', 'voice_actor', 'tv_personality']",male,greg kinnear,60,
1.63,True,us,50000000,1977-01-31,"['actor', 'narrator', 'voice_actor']",female,kerry washington,47,
1.73,True,us,7000000,1966-12-08,"['actor', 'businessperson', 'radio_personality', 'film_producer', 'theatrical_producer']",male,wendell pierce,57,
1.42,False,us,75000,1968-02-08,"['actor', 'voice_actor']",male,gary coleman,42,2010-05-28
1.8,True,us,4000000,1956-09-20,"['actor', 'voice_actor']",male,gary cole,67,
1.52,True,us,20000000,1980-06-23,"['comedian', 'actor']",female,melissa rauch,43,
,True,us,10000000,1955-11-30,"['actor', 'voice_actor']",male,kevin conroy,68,
1.75,True,us,18000000,1951-09-25,"['actor', 'voice_actor', 'film_producer', 'writer', 'film_director', 'television_producer']",male,mark hamill,72,
1.75,True,us,50000000,1979-02-21,"['comedian', 'actor', 'screenwriter', 'television_producer', 'musician', 'lyricist']",male,jordan peele,45,
1.67,True,us,6000000,1979-12-03,"['comedian', 'actor']",female,tiffany haddish,44,
1.73,True,gb,6000000,1971-12-01,"['actor', 'voice_actor']",female,emily mortimer,52,
1.78,True,ie,8000000,1977-07-27,"['actor', 'model', 'singer']",male,jonathan rhys meyers,46,
1.6,True,us,165000000,1984-11-22,"['actor', 'singer', 'model', 'voice_actor']",female,scarlett johansson,39,
1.78,True,ie,80000000,1976-05-31,"['actor', 'film_producer']",male,colin farrell,47,
1.85,True,us,100000000,1949-12-04,"['actor', 'singer', 'film_producer', 'composer', 'musician', 'spokesperson', 'voice_actor']",male,jeff bridges,74,
1.75,True,us,15000000,1977-11-16,['actor'],female,maggie gyllenhaal,46,
1.71,True,gb,50000000,1959-04-15,"['actor', 'comedian', 'screenwriter', 'author', 'voice_actor', 'film_producer']",female,emma thompson,64,
1.73,True,gb,10000000,1961-04-14,['actor'],male,robert carlyle,62,
,True,gb,5000000,1988-09-15,"['actor', 'drummer', 'comedian']",male,john bradley,35,
1.78,True,il,30000000,1985-04-30,"['actor', 'model']",female,gal gadot,38,
1.85,True,us,250000000,1955-01-18,"['actor', 'film_producer', 'film_director', 'television_producer', 'singer', 'musician', 'businessperson', 'model']",male,kevin costner,69,
1.88,True,ca,150000000,1976-10-23,"['actor', 'voice_actor', 'film_producer']",male,ryan reynolds,47,
