name,gender,birthday,occupation,age,height,death,nationality,net_worth,is_alive
kevin smith,male,1970-08-02,"['actor', 'film_producer', 'film_director', 'film_editor', 'comedian', 'comic_book_creator', 'radio_personality', 'screenwriter', 'television_producer', 'author']",53,1.75,,us,25000000,True
brett ratner,male,1969-03-28,"['film_director', 'film_producer', 'television_producer', 'music_video_director', 'actor', 'television_director']",54,1.73,,us,85000000,True
gabe polsky,male,,"['film_producer', 'writer', 'film_director']",,,,us,10000000,
shawn levy,male,1968-07-23,"['actor', 'film_director', 'film_producer', 'television_producer', 'television_director']",55,,,us,50000000,True
taylor hackford,male,1944-12-31,"['film_director', 'film_producer', 'screenwriter', 'television_producer', 'television_director']",79,1.88,,us,100000000,True
brad bird,male,1957-09-24,"['actor', 'film_director', 'screenwriter', 'animator', 'writer', 'voice_actor', 'film_producer', 'television_director']",66,,,us,40000000,True
gore verbinski,male,1964-03-16,"['film_director', 'screenwriter', 'musician', 'film_producer', 'music_video_director']",60,,,us,130000000,True
uwe boll,male,1965-06-22,"['film_producer', 'film_director', 'screenwriter', 'actor', 'author']",58,,,de,10000000,True
dustin hoffman,male,1937-08-08,"['actor', 'television_producer', 'film_producer', 'film_director', 'voice_actor']",86,1.67,,us,100000000,True
marc forster,male,1969-11-30,"['film_director', 'screenwriter', 'film_producer']",54,,,de,30000000,True
paul thomas anderson,male,1970-06-26,"['screenwriter', 'film_producer', 'film_director', 'actor']",53,,,us,70000000,True
michael mann,male,1943-02-05,"['screenwriter', 'film_director', 'film_producer', 'television_producer', 'television_director', 'cinematographer']",81,1.73,,us,90000000,True
john madden,male,1936-04-10,"['american_football_player', 'american_football_coach']",87,1.93,,us,200000000,True
gus van sant,male,1952-07-24,"['film_director', 'screenwriter', 'film_producer', 'film_editor', 'painter', 'photographer', 'musician', 'author', 'television_producer', 'actor']",71,1.75,,us,50000000,True
ridley scott,male,1937-11-30,"['film_producer', 'film_director', 'production_designer', 'television_producer', 'television_director']",86,1.74,,gb,400000000,True
denis villeneuve,male,1967-10-03,"['film_director', 'screenwriter']",56,,,ca,16000000,True
mike newell,male,1942-03-28,"['film_director', 'television_producer', 'television_director', 'film_producer']",81,,,gb,15000000,True
david koepp,male,1963-06-09,"['screenwriter', 'actor', 'television_producer', 'film_producer', 'film_director']",60,1.91,,us,35000000,True
robert rodriguez,male,1968-06-20,"['film_director', 'musician', 'cinematographer', 'screenwriter', 'film_producer', 'film_editor', 'actor', 'writer', 'film_score_composer', 'voice_actor']",55,1.87,,us,50000000,True
elizabeth banks,female,1974-02-10,"['actor', 'film_director', 'film_producer', 'voice_actor']",50,1.65,,us,50000000,True
gore verbinski,male,1964-03-16,"['film_director', 'screenwriter', 'musician', 'film_producer', 'music_video_director']",60,,,us,130000000,True
rob marshall,male,1960-10-17,"['film_director', 'choreographer', 'theatre_director', 'film_producer']",63,1.78,,us,16000000,True
gore verbinski,male,1964-03-16,"['film_director', 'screenwriter', 'musician', 'film_producer', 'music_video_director']",60,,,us,130000000,True
gore verbinski,male,1964-03-16,"['film_director', 'screenwriter', 'musician', 'film_producer', 'music_video_director']",60,,,us,130000000,True
richard curtis,male,1956-11-08,"['screenwriter', 'television_producer', 'film_producer', 'actor', 'film_director', 'record_producer']",67,1.8,,nz,30000000,True
joel schumacher,male,1939-08-29,"['screenwriter', 'film_director', 'film_producer', 'costume_designer', 'television_director', 'television_producer', 'writer']",80,1.91,2020-06-22,us,80000000,False
stephen frears,male,1941-06-20,"['film_director', 'film_producer', 'actor', 'television_director', 'television_producer']",82,1.7,,gb,10000000,True
michael bay,male,1965-02-17,"['film_director', 'film_producer', 'actor', 'music_video_director', 'television_producer', 'businessperson']",59,1.85,,us,450000000,True
john woo,male,1946-05-01,"['film_producer', 'screenwriter', 'actor', 'film_director', 'film_editor']",77,1.64,,cn,60000000,True
taylor hackford,male,1944-12-31,"['film_director', 'film_producer', 'screenwriter', 'television_producer', 'television_director']",79,1.88,,us,100000000,True
andy fickman,male,,"['film_director', 'film_producer', 'theatre_director', 'screenwriter', 'television_director', 'television_producer']",,,,us,3000000,
oren peli,male,1970-01-21,"['screenwriter', 'film_director', 'programmer', 'film_producer', 'television_producer']",54,,,il,24000000,True
michael bay,male,1965-02-17,"['film_director', 'film_producer', 'actor', 'music_video_director', 'television_producer', 'businessperson']",59,1.85,,us,450000000,True
guillermo del toro,male,1964-10-09,"['film_director', 'screenwriter', 'film_producer', 'actor', 'novelist', 'television_director', 'television_producer', 'voice_actor']",59,1.78,,mx,30000000,True
sam raimi,male,1959-10-23,"['film_director', 'screenwriter', 'actor', 'television_producer', 'film_producer']",64,1.8,,us,60000000,True
kevin costner,male,1955-01-18,"['actor', 'film_producer', 'film_director', 'television_producer', 'singer', 'musician', 'businessperson', 'model']",69,1.85,,us,250000000,True
jim jarmusch,male,1953-01-22,"['film_director', 'film_producer', 'screenwriter', 'actor', 'film_editor', 'cinematographer', 'film_score_composer']",71,1.88,,us,5000000,True
robert rodriguez,male,1968-06-20,"['film_director', 'musician', 'cinematographer', 'screenwriter', 'film_producer', 'film_editor', 'actor', 'writer', 'film_score_composer', 'voice_actor']",55,1.87,,us,50000000,True
antoine fuqua,male,1966-01-19,"['film_director', 'film_producer', 'music_video_director']",58,,,us,25000000,True
todd phillips,male,1970-12-20,"['film_director', 'screenwriter', 'film_producer', 'actor']",53,1.83,,us,200000000,True
steven soderbergh,male,1963-01-14,"['film_producer', 'television_producer', 'film_director', 'television_director', 'cinematographer', 'film_editor', 'screenwriter', 'television_editor', 'actor']",61,1.83,,us,80000000,True
steven soderbergh,male,1963-01-14,"['film_producer', 'television_producer', 'film_director', 'television_director', 'cinematographer', 'film_editor', 'screenwriter', 'television_editor', 'actor']",61,1.83,,us,80000000,True
steven soderbergh,male,1963-01-14,"['film_producer', 'television_producer', 'film_director', 'television_director', 'cinematographer', 'film_editor', 'screenwriter', 'television_editor', 'actor']",61,1.83,,us,80000000,True
joel coen,male,1954-11-29,"['screenwriter', 'film_director', 'film_producer', 'film_editor', 'television_producer', 'actor']",69,1.83,,us,60000000,True
louis leterrier,,,,,,,,14000000,
ivan reitman,male,1946-10-27,"['film_producer', 'film_director', 'television_producer', 'businessperson', 'screenwriter', 'voice_actor', 'actor']",77,1.77,,ca,100000000,True
ethan coen,male,1957-09-21,"['film_director', 'screenwriter', 'film_producer', 'film_editor', 'television_producer', 'actor']",66,1.72,,us,60000000,True
dan gilroy,male,1959-06-24,['screenwriter'],64,1.8,,us,10000000,True
shawn levy,male,1968-07-23,"['actor', 'film_director', 'film_producer', 'television_producer', 'television_director']",55,,,us,50000000,True
shawn levy,male,1968-07-23,"['actor', 'film_director', 'film_producer', 'television_producer', 'television_director']",55,,,us,50000000,True
alexander payne,male,1961-02-10,"['film_producer', 'television_producer', 'film_director', 'screenwriter', 'author']",63,,,us,25000000,True
jon turteltaub,male,1963-08-08,"['film_producer', 'film_director', 'television_producer', 'television_director']",60,,,us,80000000,True
jon turteltaub,male,1963-08-08,"['film_producer', 'film_director', 'television_producer', 'television_director']",60,,,us,80000000,True
joe carnahan,male,1969-05-09,"['film_director', 'screenwriter', 'film_producer', 'writer', 'actor']",54,1.83,,us,13000000,True
clint eastwood,male,1930-05-31,"['actor', 'film_director', 'film_producer', 'politician', 'composer', 'pianist', 'film_score_composer', 'television_producer', 'businessperson', 'investor']",93,1.93,,us,375000000,True
simon curtis,male,1960-03-11,"['film_producer', 'television_director', 'television_producer', 'film_director']",64,,,gb,20000000,True
nick cassavetes,male,1959-05-21,"['actor', 'film_director', 'screenwriter']",64,1.98,,us,40000000,True
steven spielberg,male,1946-12-18,"['film_producer', 'film_director', 'screenwriter', 'entrepreneur', 'television_producer', 'actor', 'film_editor', 'television_director', 'businessperson']",77,1.72,,us,7000000000,True
david lynch,male,1946-01-20,"['film_director', 'film_producer', 'actor', 'screenwriter', 'film_editor', 'painter', 'musician', 'television_producer', 'television_director', 'film_score_composer']",78,1.8,,us,60000000,True
joss whedon,male,1964-06-23,"['screenwriter', 'television_director', 'television_producer', 'film_producer', 'film_director', 'cartoonist', 'novelist', 'actor', 'writer', 'comic_book_creator']",59,1.78,,us,100000000,True
doug liman,male,1965-07-24,"['television_producer', 'film_producer', 'film_director', 'television_director', 'cinematographer']",58,1.87,,us,50000000,True
baz luhrmann,male,1962-09-17,"['screenwriter', 'film_director', 'film_producer', 'actor']",61,,,au,20000000,True
wes anderson,male,1969-05-01,"['screenwriter', 'film_director', 'film_producer', 'actor', 'voice_actor']",54,1.85,,us,50000000,True
duncan jones,male,1971-05-30,"['film_director', 'screenwriter', 'film_producer']",52,,,gb,50000000,True
pete docter,male,1968-10-09,"['film_director', 'animator', 'screenwriter', 'film_producer', 'voice_actor', 'writer']",55,1.94,,us,5000000,True
gil kenan,male,1976-10-16,['film_director'],47,,,us,3000000,True
patty jenkins,female,1971-07-24,"['screenwriter', 'film_director', 'television_director']",52,,,us,25000000,True
bennett miller,male,1966-12-30,"['film_director', 'film_producer', 'cinematographer']",57,,,us,3000000,True
john woo,male,1946-05-01,"['film_producer', 'screenwriter', 'actor', 'film_director', 'film_editor']",77,1.64,,cn,60000000,True
brad bird,male,1957-09-24,"['actor', 'film_director', 'screenwriter', 'animator', 'writer', 'voice_actor', 'film_producer', 'television_director']",66,,,us,40000000,True
steven spielberg,male,1946-12-18,"['film_producer', 'film_director', 'screenwriter', 'entrepreneur', 'television_producer', 'actor', 'film_editor', 'television_director', 'businessperson']",77,1.72,,us,7000000000,True
renny harlin,male,1959-03-15,"['film_director', 'actor', 'film_producer', 'television_director', 'screenwriter', 'cinematographer']",65,1.93,,fi,10000000,True
clint eastwood,male,1930-05-31,"['actor', 'film_director', 'film_producer', 'politician', 'composer', 'pianist', 'film_score_composer', 'television_producer', 'businessperson', 'investor']",93,1.93,,us,375000000,True
gus van sant,male,1952-07-24,"['film_director', 'screenwriter', 'film_producer', 'film_editor', 'painter', 'photographer', 'musician', 'author', 'television_producer', 'actor']",71,1.75,,us,50000000,True
woody allen,male,1935-12-01,"['actor', 'comedian', 'film_director', 'playwright', 'musician', 'screenwriter', 'writer', 'voice_actor', 'film_score_composer', 'film_producer']",88,1.65,,us,140000000,True
barry sonnenfeld,male,1953-04-01,"['film_director', 'cinematographer', 'film_producer', 'actor', 'television_producer', 'television_director']",70,,,us,80000000,True
barry sonnenfeld,male,1953-04-01,"['film_director', 'cinematographer', 'film_producer', 'actor', 'television_producer', 'television_director']",70,,,us,80000000,True
rob marshall,male,1960-10-17,"['film_director', 'choreographer', 'theatre_director', 'film_producer']",63,1.78,,us,16000000,True
christopher nolan,male,1970-07-30,"['screenwriter', 'film_producer', 'film_director', 'cinematographer', 'editor', 'film_editor']",53,1.8,,us,250000000,True
jay roach,male,1957-06-14,"['film_director', 'film_producer', 'screenwriter', 'cinematographer']",66,1.84,,us,100000000,True
jay roach,male,1957-06-14,"['film_director', 'film_producer', 'screenwriter', 'cinematographer']",66,1.84,,us,100000000,True
