name,gender,birthday,actorID,age,height,death,nationality,net_worth,is_alive,id,occupation
rade serbedzija,male,1946-07-27,12398,77.0,1.91,,hr,2000000,True,3086,"['actor', 'musician', 'theatre_director', 'teacher']"
travis tritt,male,1963-02-09,12399,61.0,1.78,,us,35000000,True,3089,"['singer', 'singer-songwriter', 'musician', 'actor']"
josh brolin,male,1968-02-12,12400,56.0,1.79,,us,45000000,True,3090,"['actor', 'stock_trader', 'film_producer']"
rob schneider,male,1963-10-31,12401,60.0,1.7,,us,12000000,True,3091,"['comedian', 'screenwriter', 'actor', 'film_director', 'voice_actor', 'film_producer', 'television_producer']"
dove cameron,female,1996-01-15,12402,28.0,,,us,3000000,True,3092,['actor']
dominic cooper,male,1978-06-02,12403,45.0,1.77,,gb,5000000,True,3096,"['actor', 'voice_actor']"
lee pace,male,1979-03-25,12404,44.0,1.91,,us,5000000,True,3097,['actor']
scott adkins,male,1976-06-17,12405,47.0,1.78,,gb,2000000,True,3098,"['actor', 'martial_artist', 'stunt_performer']"
matt damon,male,1970-10-08,12406,53.0,1.78,,us,170000000,True,3100,"['actor', 'film_producer', 'television_producer', 'screenwriter', 'voice_actor', 'spokesperson']"
william moseley,male,1987-04-27,12407,36.0,1.78,,gb,8000000,True,3101,['actor']
taran killam,male,1982-04-01,12408,41.0,1.85,,us,4000000,True,3102,"['singer', 'actor', 'screenwriter', 'comedian']"
thandie newton,female,1972-11-06,12409,51.0,1.6,,gb,14000000,True,3103,['actor']
karl urban,male,1972-06-07,12410,51.0,1.85,,nz,20000000,True,3105,['actor']
john cusack,male,1966-06-28,12411,57.0,1.87,,us,50000000,True,3107,"['actor', 'film_producer', 'screenwriter', 'voice_actor']"
steven seagal,male,1952-04-10,12412,71.0,1.93,,us,16000000,True,3108,"['actor', 'film_producer', 'screenwriter', 'businessperson', 'martial_artist', 'sheriff', 'television_producer', 'musician']"
johnny simmons,male,1986-11-28,12413,37.0,1.78,,us,1000000,True,3110,['actor']
selena gomez,female,1992-07-22,12414,31.0,1.65,,us,75000000,True,3113,"['singer', 'actor', 'fashion_designer', 'music_artist', 'voice_actor', 'dancer']"
stephen dorff,male,1973-07-29,12415,50.0,1.7,,us,12000000,True,3114,['actor']
shannyn sossamon,female,1978-10-03,12416,45.0,1.72,,us,3000000,True,3115,"['actor', 'musician', 'dancer', 'model', 'disc_jockey', 'drummer']"
martin kemp,male,1961-10-10,12417,62.0,1.83,,gb,4000000,True,3116,"['actor', 'bassist', 'musician', 'singer-songwriter', 'presenter', 'film_producer', 'film_director']"
michael angarano,male,1987-12-03,12418,36.0,1.7,,us,2000000,True,3117,['actor']
nicolas cage,male,1964-01-07,12419,60.0,1.83,,us,25000000,True,3118,"['actor', 'film_producer', 'voice_actor', 'television_producer']"
marlon wayans,male,1972-07-23,12420,51.0,1.84,,us,40000000,True,3120,"['comedian', 'actor', 'screenwriter', 'film_producer', 'television_producer', 'film_director', 'model']"
shia labeouf,male,1986-06-11,12421,37.0,1.76,,us,25000000,True,3121,"['actor', 'film_director', 'comedian', 'voice_actor', 'screenwriter', 'film_producer']"
dave bautista,male,1969-01-18,12422,55.0,1.98,,us,16000000,True,3123,"['wrestler', 'actor', 'mixed_martial_artist', 'bodybuilder', 'lifeguard']"
emile hirsch,male,1985-03-13,12423,39.0,1.7,,us,16000000,True,3124,['actor']
olga kurylenko,female,1979-11-14,12424,44.0,1.76,,fr,18000000,True,3126,"['model', 'actor']"
sam neill,male,1947-09-14,12425,76.0,1.82,,nz,18000000,True,3128,"['actor', 'voice_actor', 'film_director', 'screenwriter', 'businessperson']"
anders holm,male,1981-05-29,12426,42.0,1.93,,us,7000000,True,3130,"['comedian', 'screenwriter', 'actor', 'film_producer', 'television_producer']"
sam worthington,male,1976-08-02,12427,47.0,1.78,,au,30000000,True,3132,"['actor', 'film_producer']"
steve buscemi,male,1957-12-13,12428,66.0,1.75,,us,35000000,True,3133,"['actor', 'film_producer', 'television_director', 'film_director', 'screenwriter', 'voice_actor', 'firefighter']"
teri polo,female,1969-06-01,12429,54.0,1.65,,us,-800000,True,3134,"['actor', 'model']"
susan sarandon,female,1946-10-04,12430,77.0,1.7,,us,60000000,True,3135,"['actor', 'voice_actor', 'activist', 'film_producer']"
simon pegg,male,1970-02-14,12431,54.0,1.78,,gb,25000000,True,3138,"['actor', 'screenwriter', 'comedian', 'film_producer', 'film_director', 'singer', 'voice_actor', 'writer']"
owen wilson,male,1968-11-18,12432,55.0,1.79,,us,70000000,True,3141,"['actor', 'screenwriter', 'film_producer', 'voice_actor']"
pierce brosnan,male,1953-05-16,12433,70.0,1.88,,ie,200000000,True,3143,"['actor', 'film_producer', 'businessperson', 'activist', 'artist', 'visual_artist', 'environmentalist']"
kevin hart,male,1979-07-06,12434,44.0,1.63,,us,200000000,True,3144,"['actor', 'comedian', 'screenwriter', 'television_producer', 'film_producer']"
tim curry,male,1946-04-19,12435,77.0,1.75,,gb,14000000,True,3146,"['singer', 'actor', 'voice_actor', 'composer', 'television_producer']"
michael fassbender,male,1977-04-02,12436,46.0,1.83,,de,40000000,True,3148,"['actor', 'film_producer', 'businessperson']"
marton csokas,male,1966-06-30,12437,57.0,1.87,,nz,4000000,True,3149,"['actor', 'entrepreneur', 'voice_actor']"
owen wilson,male,1968-11-18,12438,55.0,1.79,,us,70000000,True,3151,"['actor', 'screenwriter', 'film_producer', 'voice_actor']"
steven yeun,male,1983-12-21,12439,40.0,1.75,,us,4000000,True,3153,['actor']
mary steenburgen,female,1953-02-08,12440,71.0,1.73,,us,80000000,True,3154,"['actor', 'television_producer', 'voice_actor']"
kelly reilly,female,1977-07-18,12441,46.0,1.68,,gb,5000000,True,3155,['actor']
sylvester stallone,male,1946-07-06,12442,77.0,1.77,,us,400000000,True,3158,"['screenwriter', 'actor', 'film_director', 'television_producer', 'film_producer', 'voice_actor']"
laurence fishburne,male,1961-07-30,12443,62.0,1.84,,us,30000000,True,3159,"['actor', 'playwright', 'film_producer', 'film_director', 'voice_actor', 'screenwriter']"
jennifer connelly,female,1970-12-12,12444,53.0,1.69,,us,50000000,True,3160,"['actor', 'model', 'voice_actor']"
rose leslie,female,1987-02-09,12445,37.0,1.68,,gb,4000000,True,3164,['actor']
greta gerwig,female,1983-08-04,12446,40.0,1.73,,us,4000000,True,3165,"['actor', 'screenwriter', 'playwright', 'voice_actor', 'film_director']"
jessica alba,female,1981-04-28,12447,42.0,1.69,,us,200000000,True,3166,"['actor', 'model']"
gerard butler,male,1969-11-13,12448,54.0,1.88,,gb,40000000,True,3167,"['actor', 'film_producer']"
jessica alba,female,1981-04-28,12449,42.0,1.69,,us,200000000,True,3169,"['actor', 'model']"
nick jonas,male,1992-09-16,12450,31.0,1.75,,us,50000000,True,3170,"['musician', 'singer-songwriter', 'drummer', 'pianist', 'actor', 'singer', 'record_producer']"
christopher lambert,male,1957-03-29,12451,66.0,1.8,,fr,5000000,True,3171,"['actor', 'film_producer', 'entrepreneur']"
patrick wilson,male,1973-07-03,12452,50.0,1.85,,us,7000000,True,3172,"['actor', 'singer', 'film_producer']"
mckenna grace,,,12453,,,,,2000000,,3173,
wesley snipes,male,1962-07-31,12454,61.0,1.75,,us,10000000,True,3174,"['actor', 'martial_artist', 'film_producer', 'businessperson', 'dancer', 'singer']"
vin diesel,male,1967-07-18,12455,56.0,1.82,,us,225000000,True,3178,"['actor', 'film_producer', 'film_director', 'screenwriter', 'voice_actor']"
norman reedus,male,1969-01-06,12456,55.0,1.78,,us,25000000,True,3179,"['actor', 'model', 'painter', 'sculptor', 'photographer', 'voice_actor']"
sam worthington,male,1976-08-02,12457,47.0,1.78,,au,30000000,True,3182,"['actor', 'film_producer']"
lily collins,female,1989-03-18,12458,35.0,1.65,,us,8000000,True,3184,"['actor', 'model']"
matthew gray gubler,male,1980-03-09,12459,44.0,1.85,,us,10000000,True,3185,"['actor', 'film_director', 'painter', 'fashion_model', 'photographer', 'television_director', 'screenwriter', 'film_producer', 'cinematographer', 'film_editor']"
vin diesel,male,1967-07-18,12460,56.0,1.82,,us,225000000,True,3187,"['actor', 'film_producer', 'film_director', 'screenwriter', 'voice_actor']"
steve carell,male,1962-08-16,12461,61.0,1.75,,us,80000000,True,3188,"['comedian', 'film_producer', 'actor', 'television_producer', 'voice_actor', 'screenwriter', 'television_director']"
victor garber,male,1949-03-16,12462,75.0,1.88,,ca,5000000,True,3189,"['actor', 'singer']"
melissa mccarthy,female,1970-08-26,12463,53.0,1.57,,us,90000000,True,3190,"['actor', 'comedian', 'screenwriter', 'film_producer', 'voice_actor', 'writer']"
robert de niro,male,1943-08-17,12464,80.0,1.77,,us,500000000,True,3191,"['actor', 'film_producer', 'film_director', 'voice_actor', 'television_producer']"
willem dafoe,male,1955-07-22,12465,68.0,1.78,,us,40000000,True,3192,"['actor', 'voice_actor', 'model']"
teresa palmer,female,1986-02-26,12466,38.0,1.67,,au,3000000,True,3193,"['actor', 'model', 'film_producer']"
tom sizemore,male,1961-11-29,12467,62.0,1.8,,us,3000000,True,3194,"['actor', 'film_producer', 'singer']"
johnny knoxville,male,1971-03-11,12468,53.0,1.85,,us,75000000,True,3195,"['actor', 'comedian', 'television_producer', 'screenwriter', 'stunt_performer', 'film_producer', 'voice_actor']"
josh duhamel,male,1972-11-14,12469,51.0,1.92,,us,18000000,True,3196,"['actor', 'model']"
miley cyrus,female,1992-11-23,12470,31.0,1.65,,us,160000000,True,3200,"['actor', 'singer-songwriter', 'dancer', 'musician', 'voice_actor']"
stephen mchattie,male,1947-02-03,12471,77.0,1.82,,ca,6000000,True,3203,"['actor', 'voice_actor']"
danny trejo,male,1944-05-16,12472,79.0,1.68,,us,8000000,True,3204,"['actor', 'film_producer', 'voice_actor']"
rufus sewell,male,1967-10-29,12473,56.0,1.83,,gb,5000000,True,3206,['actor']
stephen dorff,male,1973-07-29,12474,50.0,1.7,,us,12000000,True,3207,['actor']
sanaa lathan,female,1971-09-19,12475,52.0,1.7,,us,4000000,True,3208,"['actor', 'voice_actor']"
todd lowe,male,1977-05-10,12476,46.0,,,us,2000000,True,3209,['actor']
ryan gosling,male,1980-11-12,12477,43.0,1.84,,ca,70000000,True,3210,"['actor', 'musician', 'restaurateur', 'film_director', 'screenwriter', 'film_producer', 'activist']"
robin williams,male,1951-07-21,12478,63.0,1.7,2014-08-11,us,50000000,False,3211,"['actor', 'screenwriter', 'voice_actor', 'stand-up_comedian', 'comedian', 'film_producer']"
kit harington,male,1986-12-26,12479,37.0,1.73,,gb,14000000,True,3212,['actor']
noah wyle,male,1971-06-04,12480,52.0,1.85,,us,25000000,True,3214,"['actor', 'television_producer', 'film_producer']"
liam hemsworth,male,1990-01-13,12481,34.0,1.91,,au,28000000,True,3216,['actor']
michael chiklis,male,1963-08-30,12482,60.0,1.7,,us,14000000,True,3217,"['actor', 'television_producer', 'television_director', 'voice_actor']"
wesley snipes,male,1962-07-31,12483,61.0,1.75,,us,10000000,True,3219,"['actor', 'martial_artist', 'film_producer', 'businessperson', 'dancer', 'singer']"
india eisley,female,1993-10-29,12484,30.0,1.6,,us,2000000,True,3220,['actor']
jon voight,male,1938-12-29,12485,85.0,1.89,,us,55000000,True,3222,"['actor', 'film_producer', 'screenwriter']"
tommy lee jones,male,1946-09-15,12486,77.0,1.83,,us,90000000,True,3224,"['film_director', 'actor', 'film_producer', 'screenwriter', 'voice_actor']"
woody harrelson,male,1961-07-23,12487,62.0,1.78,,us,70000000,True,3225,"['actor', 'businessperson', 'television_producer']"
james caan,male,1940-03-26,12488,83.0,1.76,,us,20000000,True,3226,"['actor', 'singer', 'voice_actor']"
toni collette,female,1972-11-01,12489,51.0,1.73,,au,18000000,True,3228,"['actor', 'musician', 'singer', 'television_producer', 'film_producer', 'voice_actor']"
eliza dushku,female,1980-12-30,12490,43.0,1.65,,us,20000000,True,3230,"['actor', 'television_producer', 'voice_actor', 'businessperson']"
manu bennett,male,1969-10-10,12491,54.0,1.8,,nz,1500000,True,3231,"['actor', 'model']"
willem dafoe,male,1955-07-22,12492,68.0,1.78,,us,40000000,True,3233,"['actor', 'voice_actor', 'model']"
owen wilson,male,1968-11-18,12493,55.0,1.79,,us,70000000,True,3235,"['actor', 'screenwriter', 'film_producer', 'voice_actor']"
seann william scott,male,1976-10-03,12494,47.0,1.8,,us,25000000,True,3238,"['actor', 'comedian', 'film_producer', 'voice_actor']"
james buckley,male,1987-08-14,12495,36.0,1.75,,gb,2000000,True,3239,"['actor', 'musician']"
tania raymonde,female,1988-03-22,12496,35.0,1.66,,us,3000000,True,3240,['actor']
ethan hawke,male,1970-11-06,12497,53.0,1.79,,us,55000000,True,3244,"['actor', 'film_director', 'screenwriter', 'novelist', 'writer', 'theatre_director']"
stephen merchant,male,1974-11-24,12498,49.0,2.01,,gb,40000000,True,3249,"['actor', 'television_director', 'television_producer', 'screenwriter', 'comedian', 'writer', 'radio_personality', 'presenter']"
vernon wells,male,1978-12-08,12499,45.0,1.85,,us,75000000,True,3250,['baseball_player']
natassia malthe,female,1974-01-19,12500,50.0,1.65,,no,2000000,True,3251,"['actor', 'model']"
romola garai,female,1982-08-06,12501,41.0,1.75,,cn,2000000,True,3255,"['actor', 'model']"
theo rossi,male,1975-06-04,12502,48.0,1.8,,us,4000000,True,3256,['actor']
tobin bell,male,1942-08-07,12503,81.0,1.79,,us,16000000,True,3257,"['actor', 'voice_actor', 'coach']"
noomi rapace,female,1979-12-28,12504,44.0,1.63,,se,20000000,True,3258,['actor']
robin tunney,female,1972-06-19,12505,51.0,1.62,,us,8000000,True,3259,['actor']
josh duhamel,male,1972-11-14,12506,51.0,1.92,,us,18000000,True,3260,"['actor', 'model']"
madeline zima,female,1985-09-16,12507,38.0,1.73,,us,1500000,True,3261,['actor']
maria valverde,female,1987-03-24,12508,36.0,1.64,,es,6000000,True,3262,['actor']
tobin bell,male,1942-08-07,12509,81.0,1.79,,us,16000000,True,3263,"['actor', 'voice_actor', 'coach']"
sam elliott,male,1944-08-09,12510,79.0,1.88,,us,10000000,True,3265,"['actor', 'voice_actor', 'film_producer']"
patrick wilson,male,1973-07-03,12511,50.0,1.85,,us,7000000,True,3266,"['actor', 'singer', 'film_producer']"
dennis quaid,male,1954-04-09,12512,69.0,1.83,,us,30000000,True,3267,"['actor', 'musician', 'television_producer', 'voice_actor']"
willem dafoe,male,1955-07-22,12513,68.0,1.78,,us,40000000,True,3269,"['actor', 'voice_actor', 'model']"
malin akerman,female,1978-05-12,12514,45.0,1.71,,ca,10000000,True,3270,"['actor', 'model', 'singer', 'television_producer']"
william fichtner,male,1956-11-27,12515,67.0,1.83,,us,8000000,True,3271,"['actor', 'voice_actor']"
sylvester stallone,male,1946-07-06,12516,77.0,1.77,,us,400000000,True,3274,"['screenwriter', 'actor', 'film_director', 'television_producer', 'film_producer', 'voice_actor']"
neal mcdonough,male,1966-02-13,12517,58.0,1.83,,us,7000000,True,3276,"['actor', 'voice_actor']"
theo james,male,1984-12-16,12518,39.0,1.85,,gb,4000000,True,3278,"['actor', 'singer', 'guitarist']"
steven seagal,male,1952-04-10,12519,71.0,1.93,,us,16000000,True,3279,"['actor', 'film_producer', 'screenwriter', 'businessperson', 'martial_artist', 'sheriff', 'television_producer', 'musician']"
maria bello,female,1967-04-18,12520,56.0,1.65,,us,12000000,True,3280,"['actor', 'singer', 'activist', 'businessperson']"
terry stone,male,1971-01-13,12521,53.0,,,gb,9000000,True,3281,"['actor', 'film_producer']"
russell crowe,male,1964-04-07,12522,59.0,1.82,,nz,100000000,True,3284,"['actor', 'singer', 'musician', 'film_producer', 'film_director']"
michael biehn,male,1956-07-31,12523,67.0,1.83,,us,8000000,True,3286,"['actor', 'film_director', 'film_producer', 'screenwriter']"
noel clarke,male,1975-12-06,12524,48.0,1.75,,gb,3000000,True,3290,"['screenwriter', 'film_producer', 'actor', 'film_director']"
naomi watts,female,1968-09-28,12525,55.0,1.64,,au,30000000,True,3291,"['actor', 'film_producer', 'voice_actor']"
patrick stewart,male,1940-07-13,12526,83.0,1.78,,gb,70000000,True,3292,"['actor', 'voice_actor', 'journalist', 'television_director', 'film_producer']"
leslie bibb,female,1974-11-17,12527,49.0,1.75,,us,4000000,True,3293,"['actor', 'fashion_model', 'model']"
michelle rodriguez,female,1978-07-12,12528,45.0,1.65,,us,25000000,True,3294,"['actor', 'screenwriter']"
zoe kazan,female,1983-09-09,12529,40.0,1.63,,us,3000000,True,3295,"['actor', 'screenwriter', 'playwright']"
rose byrne,female,1979-07-24,12530,44.0,1.68,,au,16000000,True,3298,['actor']
jonathan banks,male,1947-01-31,12531,77.0,,,us,5000000,True,3299,['actor']
john cena,male,1977-04-23,12532,46.0,1.85,,us,60000000,True,3300,"['wrestler', 'singer', 'actor', 'rapper', 'musician', 'bodybuilder']"
judy greer,female,1975-07-20,12533,48.0,1.78,,us,5000000,True,3301,"['actor', 'voice_actor', 'television_producer']"
sofia vergara,female,1972-07-10,12534,51.0,1.7,,co,180000000,True,3303,"['actor', 'model', 'comedian', 'presenter', 'voice_actor', 'television_producer']"
danny trejo,male,1944-05-16,12535,79.0,1.68,,us,8000000,True,3304,"['actor', 'film_producer', 'voice_actor']"
zach galifianakis,male,1969-10-01,12536,54.0,1.73,,us,40000000,True,3306,"['comedian', 'actor', 'television_producer', 'screenwriter', 'film_producer', 'pianist', 'stand-up_comedian', 'voice_actor', 'singer']"
ryan merriman,male,1983-04-10,12537,40.0,1.85,,us,2000000,True,3307,['actor']
owen wilson,male,1968-11-18,12538,55.0,1.79,,us,70000000,True,3309,"['actor', 'screenwriter', 'film_producer', 'voice_actor']"
linda cardellini,female,1975-06-25,12539,48.0,1.6,,us,8000000,True,3310,"['actor', 'voice_actor']"
nicholas braun,male,1988-05-01,12540,35.0,1.96,,us,3000000,True,3312,['actor']
vince vaughn,male,1970-03-28,12541,53.0,1.96,,us,70000000,True,3313,"['actor', 'comedian', 'film_producer', 'screenwriter', 'television_producer']"
nicolas cage,male,1964-01-07,12542,60.0,1.83,,us,25000000,True,3314,"['actor', 'film_producer', 'voice_actor', 'television_producer']"
natalie portman,female,1981-06-09,12543,42.0,1.6,,il,90000000,True,3315,"['actor', 'model', 'film_producer', 'film_director', 'screenwriter']"
pierce brosnan,male,1953-05-16,12544,70.0,1.88,,ie,200000000,True,3317,"['actor', 'film_producer', 'businessperson', 'activist', 'artist', 'visual_artist', 'environmentalist']"
sam rockwell,male,1968-11-05,12545,55.0,1.75,,us,30000000,True,3319,['actor']
karl urban,male,1972-06-07,12546,51.0,1.85,,nz,20000000,True,3320,['actor']
natalie dormer,female,1982-02-11,12547,42.0,1.68,,gb,6000000,True,3321,['actor']
sean patrick flanery,male,1965-10-11,12548,58.0,1.8,,us,3000000,True,3325,['actor']
dave bautista,male,1969-01-18,12549,55.0,1.98,,us,16000000,True,3326,"['wrestler', 'actor', 'mixed_martial_artist', 'bodybuilder', 'lifeguard']"
debi derryberry,female,1967-09-27,12550,56.0,1.5,,us,5000000,True,3329,"['actor', 'voice_actor', 'singer', 'composer']"
terry crews,male,1968-07-30,12551,55.0,1.91,,us,25000000,True,3331,"['american_football_player', 'actor']"
robert de niro,male,1943-08-17,12552,80.0,1.77,,us,500000000,True,3332,"['actor', 'film_producer', 'film_director', 'voice_actor', 'television_producer']"
robert de niro,male,1943-08-17,12553,80.0,1.77,,us,500000000,True,3334,"['actor', 'film_producer', 'film_director', 'voice_actor', 'television_producer']"
james mcavoy,male,1979-04-21,12554,44.0,1.7,,gb,17000000,True,3335,"['actor', 'voice_actor']"
john turturro,male,1957-02-28,12555,67.0,1.84,,us,24000000,True,3336,"['actor', 'film_director', 'screenwriter', 'voice_actor', 'film_producer', 'writer']"
tim pocock,male,1985-10-24,12556,38.0,,,au,2000000,True,3338,['actor']
jason isaacs,male,1963-06-06,12557,60.0,1.8,,gb,12000000,True,3339,"['actor', 'television_producer', 'voice_actor']"
john malkovich,male,1953-12-09,12558,70.0,1.83,,us,25000000,True,3340,"['actor', 'fashion_designer', 'film_director', 'businessperson', 'voice_actor', 'film_producer', 'screenwriter']"
ken jeong,male,1969-07-13,12559,54.0,1.66,,us,14000000,True,3342,"['actor', 'comedian', 'physician', 'voice_actor', 'film_producer']"
marton csokas,male,1966-06-30,12560,57.0,1.87,,nz,4000000,True,3343,"['actor', 'entrepreneur', 'voice_actor']"
isabel lucas,female,1985-01-29,12561,39.0,1.68,,au,5000000,True,3344,"['actor', 'model']"
javier bardem,male,1969-03-01,12562,55.0,1.81,,es,20000000,True,3345,"['actor', 'film_producer']"
laz alonso,male,1974-03-25,12563,49.0,1.83,,us,2500000,True,3347,"['actor', 'banker', 'businessperson']"
vanessa kirby,,,12564,,,,,4000000,,3348,
stephen lang,male,1952-07-11,12565,71.0,1.79,,us,5000000,True,3355,"['actor', 'playwright']"
miley cyrus,female,1992-11-23,12566,31.0,1.65,,us,160000000,True,3357,"['actor', 'singer-songwriter', 'dancer', 'musician', 'voice_actor']"
matt bomer,male,1977-10-11,12567,46.0,1.82,,us,9000000,True,3358,['actor']
tom sizemore,male,1961-11-29,12568,62.0,1.8,,us,3000000,True,3359,"['actor', 'film_producer', 'singer']"
clive standen,male,1981-07-22,12569,42.0,1.88,,gb,3000000,True,3366,['actor']
kellan lutz,male,1985-03-15,12570,39.0,1.85,,us,5000000,True,3367,"['actor', 'fashion_model', 'voice_actor']"
sean giambrone,,,12571,,,,,6000000,,3368,
victor webster,male,1981-01-10,12572,43.0,1.8,,,3000000,True,3369,
jennifer garner,female,1972-04-17,12573,51.0,1.73,,us,80000000,True,3371,"['actor', 'television_producer', 'film_producer', 'spokesperson', 'businessperson', 'voice_actor', 'television_director']"
timothy omundson,male,1969-07-29,12574,54.0,1.85,,us,3000000,True,3373,['actor']
justin baldoni,male,"Jan 24, 1984 - Jan 24, 1984",12575,,,,us,1000000,,3374,"['actor', 'film_producer']"
ray stevenson,male,1964-05-25,12576,59.0,1.93,,gb,8000000,True,3378,['actor']
tim roth,male,1961-05-14,12577,62.0,1.7,,gb,7000000,True,3379,"['actor', 'television_producer', 'film_director']"
dolph lundgren,male,1957-11-03,12578,66.0,1.96,,se,18000000,True,3380,"['film_director', 'actor', 'martial_artist', 'film_producer', 'screenwriter']"
ruth wilson,female,1982-01-13,12579,42.0,,,gb,7000000,True,3381,['actor']
martin henderson,male,1974-10-08,12580,49.0,1.78,,nz,6000000,True,3382,['actor']
hal linden,male,1931-03-20,12581,93.0,1.83,,us,2000000,True,3383,"['actor', 'television_director', 'musician']"
justin chatwin,male,1982-10-31,12582,41.0,1.85,,ca,2000000,True,3384,['actor']
michael mcmillian,male,1978-10-21,12583,45.0,,,us,1500000,True,3387,['actor']
olivier martinez,male,1966-01-12,12584,58.0,1.78,,fr,30000000,True,3392,['actor']
zoey deutch,female,1994-11-10,12585,29.0,1.63,,us,4000000,True,3393,['actor']
rob riggle,male,1970-04-21,12586,53.0,1.91,,us,10000000,True,3394,"['actor', 'comedian', 'screenwriter', 'television_producer', 'voice_actor', 'military_officer', 'television_director']"
eva green,female,1980-07-06,12587,43.0,1.68,,fr,8000000,True,3395,"['model', 'actor', 'composer']"
steve coogan,male,1965-10-14,12588,58.0,1.79,,gb,25000000,True,3397,"['actor', 'television_producer', 'screenwriter', 'film_producer', 'comedian', 'impressionist', 'voice_actor']"
josh peck,male,1986-11-10,12589,37.0,1.83,,us,9000000,True,3404,"['actor', 'comedian', 'voice_actor']"
omari hardwick,male,1974-01-09,12590,50.0,1.79,,us,5000000,True,3405,['actor']
mary kay place,female,1947-09-23,12591,76.0,1.55,,us,8000000,True,3406,"['singer', 'actor', 'screenwriter', 'television_director', 'voice_actor']"
rachel weisz,female,1970-03-07,12592,54.0,1.7,,us,36000000,True,3407,"['actor', 'fashion_model', 'voice_actor']"
maisie williams,female,1997-04-15,12593,26.0,1.52,,gb,6000000,True,3414,['actor']
anna deavere smith,,,12594,,,,,4000000,,3419,
annasophia robb,female,1993-12-08,12595,30.0,1.52,,us,8000000,True,3420,"['actor', 'singer', 'model']"
joshua leonard,male,1975-06-17,12596,48.0,1.8,,us,2000000,True,3421,"['actor', 'film_director']"
nick robinson,male,1995-03-22,12597,28.0,1.83,,us,3000000,True,3422,['actor']
dominic west,male,1969-10-15,12598,54.0,1.83,,gb,14000000,True,3424,"['actor', 'voice_actor', 'television_director']"
kristy swanson,female,1969-12-19,12599,54.0,1.68,,us,5000000,True,3425,['actor']
michaela watkins,female,1971-12-14,12600,52.0,,,us,3000000,True,3430,['actor']
peter stormare,male,1953-08-27,12601,70.0,1.89,,se,5000000,True,3439,"['actor', 'theatre_director', 'playwright', 'musician', 'voice_actor', 'film_producer', 'television_producer']"
michael pitt,male,1981-04-10,12602,42.0,1.8,,us,6000000,True,3445,"['actor', 'musician', 'model', 'film_producer']"
mike vogel,male,1979-07-17,12603,44.0,1.78,,us,1000000,True,3449,"['actor', 'pilot', 'model']"
vincent kartheiser,male,1979-05-05,12604,44.0,1.8,,us,6000000,True,3450,"['actor', 'voice_actor']"
tom bergeron,male,1955-05-06,12605,68.0,1.75,,us,16000000,True,3454,"['presenter', 'television_producer', 'actor']"
sally kirkland,female,1941-10-31,12606,82.0,1.77,,us,5500000,True,3455,"['actor', 'film_producer', 'minister']"
malcolm mcdowell,male,1943-06-13,12607,80.0,1.74,,gb,50000000,True,3457,"['actor', 'voice_actor', 'salesperson', 'waiting_staff', 'presenter', 'film_producer']"
lucy hale,female,1989-06-14,12608,34.0,1.57,,us,6000000,True,3459,"['actor', 'singer', 'model']"
samira wiley,female,1987-04-15,12609,36.0,,,us,3000000,True,3460,['actor']
sigourney weaver,female,1949-10-08,12610,74.0,1.82,,us,60000000,True,3462,"['actor', 'voice_actor']"
woody harrelson,male,1961-07-23,12611,62.0,1.78,,us,70000000,True,3470,"['actor', 'businessperson', 'television_producer']"
kevin james,male,1965-04-26,12612,58.0,1.73,,us,100000000,True,3473,"['actor', 'comedian', 'film_producer', 'television_producer', 'screenwriter', 'voice_actor']"
david hasselhoff,male,1952-07-17,12613,71.0,1.93,,us,10000000,True,3479,"['singer', 'businessperson', 'actor', 'film_producer', 'television_producer']"
toby kebbell,male,1982-07-09,12614,41.0,1.88,,gb,6000000,True,3486,['actor']
naomie harris,female,1976-09-06,12615,47.0,1.73,,gb,4000000,True,3487,['actor']
virginia madsen,female,1961-09-11,12616,62.0,1.65,,us,8000000,True,3489,"['actor', 'film_producer', 'presenter', 'businessperson', 'voice_actor']"
mylene farmer,female,1961-09-12,12617,62.0,1.67,,ca,50000000,True,3490,"['singer', 'actor', 'songwriter']"
thora birch,female,1982-03-11,12618,42.0,1.63,,us,8000000,True,3494,"['actor', 'voice_actor', 'film_director', 'film_producer']"
zoey deutch,female,1994-11-10,12619,29.0,1.63,,us,4000000,True,3497,['actor']
zoe kravitz,female,1988-12-01,12620,35.0,1.57,,us,8000000,True,3498,"['actor', 'singer', 'model']"
leslie mann,female,1972-03-26,12621,51.0,1.69,,us,150000000,True,3504,"['actor', 'voice_actor']"
william hurt,male,1950-03-20,12622,74.0,1.88,,us,18000000,True,3505,"['actor', 'voice_actor']"
eddie kaye thomas,male,1980-10-31,12623,43.0,1.83,,us,7000000,True,3507,"['actor', 'voice_actor']"
timothy spall,male,1957-02-27,12624,67.0,1.7,,gb,4000000,True,3508,"['actor', 'presenter', 'voice_actor']"
patricia clarkson,female,1959-12-29,12625,64.0,1.64,,us,3000000,True,3512,"['actor', 'voice_actor']"
rooney mara,female,1985-04-17,12626,38.0,1.6,,us,16000000,True,3513,['actor']
alex pettyfer,male,1990-04-10,12627,33.0,1.81,,gb,3500000,True,3516,"['model', 'actor']"
sharon leal,female,1972-10-17,12628,51.0,1.72,,us,4000000,True,3517,"['actor', 'singer']"
stassi schroeder,,,12629,,,,,2000000,,3519,
