name,gender,birthday,occupation,age,height,death,nationality,net_worth,is_alive,id
james wan,male,1977-02-26,"['film_director', 'film_producer', 'screenwriter', 'film_editor']",47,1.68,,my,70000000,True,1712
oliver stone,male,1946-09-15,"['screenwriter', 'film_producer', 'film_director', 'actor', 'television_producer', 'cinematographer', 'film_editor', 'author', 'television_director', 'soldier']",77,1.83,,us,70000000,True,1715
colin trevorrow,male,1976-09-13,"['screenwriter', 'film_director', 'film_producer']",47,,,us,5000000,True,1719
brett ratner,male,1969-03-28,"['film_director', 'film_producer', 'television_producer', 'music_video_director', 'actor', 'television_director']",54,1.73,,us,85000000,True,1724
ron howard,male,1954-03-01,"['actor', 'film_producer', 'film_director', 'television_producer', 'screenwriter', 'voice_actor', 'television_director']",70,1.75,,us,200000000,True,1725
david schwimmer,male,1966-11-02,"['television_director', 'actor', 'film_director', 'film_producer', 'theatre_director', 'voice_actor']",57,1.85,,us,100000000,True,1727
jon stewart,male,1962-11-28,"['comedian', 'actor', 'television_producer', 'screenwriter', 'journalist', 'commentator', 'critic', 'film_producer', 'talk_show_host', 'writer']",61,1.69,,us,120000000,True,1731
david wain,male,1969-08-01,"['actor', 'comedian', 'screenwriter', 'film_director', 'television_director', 'television_producer', 'film_producer', 'film_editor', 'writer']",54,1.8,,us,1000000,True,1735
sylvester stallone,male,1946-07-06,"['screenwriter', 'actor', 'film_director', 'television_producer', 'film_producer', 'voice_actor']",77,1.77,,us,400000000,True,1737
guy ritchie,male,1968-09-10,"['film_director', 'screenwriter', 'film_producer', 'television_producer', 'businessperson', 'actor', 'copywriter']",55,1.8,,gb,150000000,True,1738
ridley scott,male,1937-11-30,"['film_producer', 'film_director', 'production_designer', 'television_producer', 'television_director']",86,1.74,,gb,400000000,True,1743
todd phillips,male,1970-12-20,"['film_director', 'screenwriter', 'film_producer', 'actor']",53,1.83,,us,200000000,True,1745
sam mendes,male,1965-08-01,"['film_producer', 'film_director', 'television_director', 'television_producer', 'theatre_director']",58,1.78,,gb,30000000,True,1746
jason momoa,male,1979-08-01,"['model', 'actor']",44,1.93,,us,14000000,True,1747
carlos saldanha,male,1965-01-24,"['film_director', 'film_producer', 'animator', 'voice_actor', 'screenwriter']",59,,,br,10000000,True,1751
carlos saldanha,male,1965-01-24,"['film_director', 'film_producer', 'animator', 'voice_actor', 'screenwriter']",59,,,br,10000000,True,1752
tim story,male,1970-03-13,"['film_director', 'film_producer', 'screenwriter', 'film_editor', 'television_producer', 'television_director', 'music_video_director']",54,,,us,15000000,True,1754
guy ritchie,male,1968-09-10,"['film_director', 'screenwriter', 'film_producer', 'television_producer', 'businessperson', 'actor', 'copywriter']",55,1.8,,gb,150000000,True,1757
sam mendes,male,1965-08-01,"['film_producer', 'film_director', 'television_director', 'television_producer', 'theatre_director']",58,1.78,,gb,30000000,True,1758
gus van sant,male,1952-07-24,"['film_director', 'screenwriter', 'film_producer', 'film_editor', 'painter', 'photographer', 'musician', 'author', 'television_producer', 'actor']",71,1.75,,us,50000000,True,1759
russell mulcahy,male,1953-06-23,"['film_director', 'television_director', 'television_producer', 'actor']",70,,,au,8000000,True,1761
werner herzog,male,1942-09-05,"['film_director', 'screenwriter', 'film_producer', 'actor', 'opera_director', 'television_director', 'voice_actor', 'film_editor', 'author']",81,1.85,,de,20000000,True,1766
darren aronofsky,male,1969-02-12,"['film_director', 'film_producer', 'screenwriter', 'actor']",55,1.83,,us,25000000,True,1767
kevin smith,male,1970-08-02,"['actor', 'film_producer', 'film_director', 'film_editor', 'comedian', 'comic_book_creator', 'radio_personality', 'screenwriter', 'television_producer', 'author']",53,1.75,,us,25000000,True,1773
brett ratner,male,1969-03-28,"['film_director', 'film_producer', 'television_producer', 'music_video_director', 'actor', 'television_director']",54,1.73,,us,85000000,True,1776
gabe polsky,male,,"['film_producer', 'writer', 'film_director']",,,,us,10000000,,1778
shawn levy,male,1968-07-23,"['actor', 'film_director', 'film_producer', 'television_producer', 'television_director']",55,,,us,50000000,True,1781
taylor hackford,male,1944-12-31,"['film_director', 'film_producer', 'screenwriter', 'television_producer', 'television_director']",79,1.88,,us,100000000,True,1782
brad bird,male,1957-09-24,"['actor', 'film_director', 'screenwriter', 'animator', 'writer', 'voice_actor', 'film_producer', 'television_director']",66,,,us,40000000,True,1783
gore verbinski,male,1964-03-16,"['film_director', 'screenwriter', 'musician', 'film_producer', 'music_video_director']",60,,,us,130000000,True,1784
uwe boll,male,1965-06-22,"['film_producer', 'film_director', 'screenwriter', 'actor', 'author']",58,,,de,10000000,True,1785
dustin hoffman,male,1937-08-08,"['actor', 'television_producer', 'film_producer', 'film_director', 'voice_actor']",86,1.67,,us,100000000,True,1787
marc forster,male,1969-11-30,"['film_director', 'screenwriter', 'film_producer']",54,,,de,30000000,True,1789
paul thomas anderson,male,1970-06-26,"['screenwriter', 'film_producer', 'film_director', 'actor']",53,,,us,70000000,True,1795
michael mann,male,1943-02-05,"['screenwriter', 'film_director', 'film_producer', 'television_producer', 'television_director', 'cinematographer']",81,1.73,,us,90000000,True,1797
john madden,male,1936-04-10,"['american_football_player', 'american_football_coach']",87,1.93,,us,200000000,True,1799
gus van sant,male,1952-07-24,"['film_director', 'screenwriter', 'film_producer', 'film_editor', 'painter', 'photographer', 'musician', 'author', 'television_producer', 'actor']",71,1.75,,us,50000000,True,1800
ridley scott,male,1937-11-30,"['film_producer', 'film_director', 'production_designer', 'television_producer', 'television_director']",86,1.74,,gb,400000000,True,1801
denis villeneuve,male,1967-10-03,"['film_director', 'screenwriter']",56,,,ca,16000000,True,1804
mike newell,male,1942-03-28,"['film_director', 'television_producer', 'television_director', 'film_producer']",81,,,gb,15000000,True,1805
david koepp,male,1963-06-09,"['screenwriter', 'actor', 'television_producer', 'film_producer', 'film_director']",60,1.91,,us,35000000,True,1810
robert rodriguez,male,1968-06-20,"['film_director', 'musician', 'cinematographer', 'screenwriter', 'film_producer', 'film_editor', 'actor', 'writer', 'film_score_composer', 'voice_actor']",55,1.87,,us,50000000,True,1819
elizabeth banks,female,1974-02-10,"['actor', 'film_director', 'film_producer', 'voice_actor']",50,1.65,,us,50000000,True,1822
gore verbinski,male,1964-03-16,"['film_director', 'screenwriter', 'musician', 'film_producer', 'music_video_director']",60,,,us,130000000,True,1824
rob marshall,male,1960-10-17,"['film_director', 'choreographer', 'theatre_director', 'film_producer']",63,1.78,,us,16000000,True,1825
gore verbinski,male,1964-03-16,"['film_director', 'screenwriter', 'musician', 'film_producer', 'music_video_director']",60,,,us,130000000,True,1826
gore verbinski,male,1964-03-16,"['film_director', 'screenwriter', 'musician', 'film_producer', 'music_video_director']",60,,,us,130000000,True,1827
richard curtis,male,1956-11-08,"['screenwriter', 'television_producer', 'film_producer', 'actor', 'film_director', 'record_producer']",67,1.8,,nz,30000000,True,1828
joel schumacher,male,1939-08-29,"['screenwriter', 'film_director', 'film_producer', 'costume_designer', 'television_director', 'television_producer', 'writer']",80,1.91,2020-06-22,us,80000000,False,1830
stephen frears,male,1941-06-20,"['film_director', 'film_producer', 'actor', 'television_director', 'television_producer']",82,1.7,,gb,10000000,True,1831
michael bay,male,1965-02-17,"['film_director', 'film_producer', 'actor', 'music_video_director', 'television_producer', 'businessperson']",59,1.85,,us,450000000,True,1836
john woo,male,1946-05-01,"['film_producer', 'screenwriter', 'actor', 'film_director', 'film_editor']",77,1.64,,cn,60000000,True,1837
taylor hackford,male,1944-12-31,"['film_director', 'film_producer', 'screenwriter', 'television_producer', 'television_director']",79,1.88,,us,100000000,True,1840
andy fickman,male,,"['film_director', 'film_producer', 'theatre_director', 'screenwriter', 'television_director', 'television_producer']",,,,us,3000000,,1841
oren peli,male,1970-01-21,"['screenwriter', 'film_director', 'programmer', 'film_producer', 'television_producer']",54,,,il,24000000,True,1843
michael bay,male,1965-02-17,"['film_director', 'film_producer', 'actor', 'music_video_director', 'television_producer', 'businessperson']",59,1.85,,us,450000000,True,1848
guillermo del toro,male,1964-10-09,"['film_director', 'screenwriter', 'film_producer', 'actor', 'novelist', 'television_director', 'television_producer', 'voice_actor']",59,1.78,,mx,30000000,True,1851
sam raimi,male,1959-10-23,"['film_director', 'screenwriter', 'actor', 'television_producer', 'film_producer']",64,1.8,,us,60000000,True,1852
kevin costner,male,1955-01-18,"['actor', 'film_producer', 'film_director', 'television_producer', 'singer', 'musician', 'businessperson', 'model']",69,1.85,,us,250000000,True,1860
jim jarmusch,male,1953-01-22,"['film_director', 'film_producer', 'screenwriter', 'actor', 'film_editor', 'cinematographer', 'film_score_composer']",71,1.88,,us,5000000,True,1862
robert rodriguez,male,1968-06-20,"['film_director', 'musician', 'cinematographer', 'screenwriter', 'film_producer', 'film_editor', 'actor', 'writer', 'film_score_composer', 'voice_actor']",55,1.87,,us,50000000,True,1867
antoine fuqua,male,1966-01-19,"['film_director', 'film_producer', 'music_video_director']",58,,,us,25000000,True,1870
todd phillips,male,1970-12-20,"['film_director', 'screenwriter', 'film_producer', 'actor']",53,1.83,,us,200000000,True,1871
steven soderbergh,male,1963-01-14,"['film_producer', 'television_producer', 'film_director', 'television_director', 'cinematographer', 'film_editor', 'screenwriter', 'television_editor', 'actor']",61,1.83,,us,80000000,True,1875
steven soderbergh,male,1963-01-14,"['film_producer', 'television_producer', 'film_director', 'television_director', 'cinematographer', 'film_editor', 'screenwriter', 'television_editor', 'actor']",61,1.83,,us,80000000,True,1876
steven soderbergh,male,1963-01-14,"['film_producer', 'television_producer', 'film_director', 'television_director', 'cinematographer', 'film_editor', 'screenwriter', 'television_editor', 'actor']",61,1.83,,us,80000000,True,1877
joel coen,male,1954-11-29,"['screenwriter', 'film_director', 'film_producer', 'film_editor', 'television_producer', 'actor']",69,1.83,,us,60000000,True,1880
louis leterrier,,,,,,,,14000000,,1882
ivan reitman,male,1946-10-27,"['film_producer', 'film_director', 'television_producer', 'businessperson', 'screenwriter', 'voice_actor', 'actor']",77,1.77,,ca,100000000,True,1887
ethan coen,male,1957-09-21,"['film_director', 'screenwriter', 'film_producer', 'film_editor', 'television_producer', 'actor']",66,1.72,,us,60000000,True,1888
dan gilroy,male,1959-06-24,['screenwriter'],64,1.8,,us,10000000,True,1892
shawn levy,male,1968-07-23,"['actor', 'film_director', 'film_producer', 'television_producer', 'television_director']",55,,,us,50000000,True,1895
shawn levy,male,1968-07-23,"['actor', 'film_director', 'film_producer', 'television_producer', 'television_director']",55,,,us,50000000,True,1896
alexander payne,male,1961-02-10,"['film_producer', 'television_producer', 'film_director', 'screenwriter', 'author']",63,,,us,25000000,True,1903
jon turteltaub,male,1963-08-08,"['film_producer', 'film_director', 'television_producer', 'television_director']",60,,,us,80000000,True,1904
jon turteltaub,male,1963-08-08,"['film_producer', 'film_director', 'television_producer', 'television_director']",60,,,us,80000000,True,1905
joe carnahan,male,1969-05-09,"['film_director', 'screenwriter', 'film_producer', 'writer', 'actor']",54,1.83,,us,13000000,True,1906
clint eastwood,male,1930-05-31,"['actor', 'film_director', 'film_producer', 'politician', 'composer', 'pianist', 'film_score_composer', 'television_producer', 'businessperson', 'investor']",93,1.93,,us,375000000,True,1909
simon curtis,male,1960-03-11,"['film_producer', 'television_director', 'television_producer', 'film_director']",64,,,gb,20000000,True,1911
nick cassavetes,male,1959-05-21,"['actor', 'film_director', 'screenwriter']",64,1.98,,us,40000000,True,1912
steven spielberg,male,1946-12-18,"['film_producer', 'film_director', 'screenwriter', 'entrepreneur', 'television_producer', 'actor', 'film_editor', 'television_director', 'businessperson']",77,1.72,,us,7000000000,True,1919
david lynch,male,1946-01-20,"['film_director', 'film_producer', 'actor', 'screenwriter', 'film_editor', 'painter', 'musician', 'television_producer', 'television_director', 'film_score_composer']",78,1.8,,us,60000000,True,1920
joss whedon,male,1964-06-23,"['screenwriter', 'television_director', 'television_producer', 'film_producer', 'film_director', 'cartoonist', 'novelist', 'actor', 'writer', 'comic_book_creator']",59,1.78,,us,100000000,True,1922
doug liman,male,1965-07-24,"['television_producer', 'film_producer', 'film_director', 'television_director', 'cinematographer']",58,1.87,,us,50000000,True,1927
baz luhrmann,male,1962-09-17,"['screenwriter', 'film_director', 'film_producer', 'actor']",61,,,au,20000000,True,1931
wes anderson,male,1969-05-01,"['screenwriter', 'film_director', 'film_producer', 'actor', 'voice_actor']",54,1.85,,us,50000000,True,1935
duncan jones,male,1971-05-30,"['film_director', 'screenwriter', 'film_producer']",52,,,gb,50000000,True,1936
pete docter,male,1968-10-09,"['film_director', 'animator', 'screenwriter', 'film_producer', 'voice_actor', 'writer']",55,1.94,,us,5000000,True,1939
gil kenan,male,1976-10-16,['film_director'],47,,,us,3000000,True,1940
patty jenkins,female,1971-07-24,"['screenwriter', 'film_director', 'television_director']",52,,,us,25000000,True,1942
bennett miller,male,1966-12-30,"['film_director', 'film_producer', 'cinematographer']",57,,,us,3000000,True,1943
john woo,male,1946-05-01,"['film_producer', 'screenwriter', 'actor', 'film_director', 'film_editor']",77,1.64,,cn,60000000,True,1946
brad bird,male,1957-09-24,"['actor', 'film_director', 'screenwriter', 'animator', 'writer', 'voice_actor', 'film_producer', 'television_director']",66,,,us,40000000,True,1947
steven spielberg,male,1946-12-18,"['film_producer', 'film_director', 'screenwriter', 'entrepreneur', 'television_producer', 'actor', 'film_editor', 'television_director', 'businessperson']",77,1.72,,us,7000000000,True,1950
renny harlin,male,1959-03-15,"['film_director', 'actor', 'film_producer', 'television_director', 'screenwriter', 'cinematographer']",65,1.93,,fi,10000000,True,1951
clint eastwood,male,1930-05-31,"['actor', 'film_director', 'film_producer', 'politician', 'composer', 'pianist', 'film_score_composer', 'television_producer', 'businessperson', 'investor']",93,1.93,,us,375000000,True,1952
gus van sant,male,1952-07-24,"['film_director', 'screenwriter', 'film_producer', 'film_editor', 'painter', 'photographer', 'musician', 'author', 'television_producer', 'actor']",71,1.75,,us,50000000,True,1954
woody allen,male,1935-12-01,"['actor', 'comedian', 'film_director', 'playwright', 'musician', 'screenwriter', 'writer', 'voice_actor', 'film_score_composer', 'film_producer']",88,1.65,,us,140000000,True,1955
barry sonnenfeld,male,1953-04-01,"['film_director', 'cinematographer', 'film_producer', 'actor', 'television_producer', 'television_director']",70,,,us,80000000,True,1961
barry sonnenfeld,male,1953-04-01,"['film_director', 'cinematographer', 'film_producer', 'actor', 'television_producer', 'television_director']",70,,,us,80000000,True,1962
rob marshall,male,1960-10-17,"['film_director', 'choreographer', 'theatre_director', 'film_producer']",63,1.78,,us,16000000,True,1963
christopher nolan,male,1970-07-30,"['screenwriter', 'film_producer', 'film_director', 'cinematographer', 'editor', 'film_editor']",53,1.8,,us,250000000,True,1964
jay roach,male,1957-06-14,"['film_director', 'film_producer', 'screenwriter', 'cinematographer']",66,1.84,,us,100000000,True,1968
jay roach,male,1957-06-14,"['film_director', 'film_producer', 'screenwriter', 'cinematographer']",66,1.84,,us,100000000,True,1969
